tag,tag_kind,tag_source,finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pip-critical-dismissed,GitHub Dependabot Pip Critical Alert Dismissed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pip-critical-open,GitHub Dependabot Pip Critical Alert Open,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pip-critical-runtime-no-patch,GitHub Dependabot Pip Critical Runtime Alert Without Patch,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pip-high-dismissed,GitHub Dependabot Pip High Alert Dismissed,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pip-high-open,GitHub Dependabot Pip High Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pip-high-runtime-no-patch,GitHub Dependabot Pip High Runtime Alert Without Patch,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pip-low-open,GitHub Dependabot Pip Low Alert Open,policy,policy,event,low,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pip-medium-open,GitHub Dependabot Pip Medium Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pub-critical-dismissed,GitHub Dependabot Pub Critical Alert Dismissed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pub-critical-open,GitHub Dependabot Pub Critical Alert Open,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pub-critical-runtime-no-patch,GitHub Dependabot Pub Critical Runtime Alert Without Patch,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pub-high-dismissed,GitHub Dependabot Pub High Alert Dismissed,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pub-high-open,GitHub Dependabot Pub High Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pub-high-runtime-no-patch,GitHub Dependabot Pub High Runtime Alert Without Patch,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pub-low-open,GitHub Dependabot Pub Low Alert Open,policy,policy,event,low,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-pub-medium-open,GitHub Dependabot Pub Medium Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-rubygems-critical-dismissed,GitHub Dependabot Rubygems Critical Alert Dismissed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-rubygems-critical-open,GitHub Dependabot Rubygems Critical Alert Open,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-rubygems-critical-runtime-no-patch,GitHub Dependabot Rubygems Critical Runtime Alert Without Patch,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-rubygems-high-dismissed,GitHub Dependabot Rubygems High Alert Dismissed,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-rubygems-high-open,GitHub Dependabot Rubygems High Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-rubygems-high-runtime-no-patch,GitHub Dependabot Rubygems High Runtime Alert Without Patch,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-rubygems-low-open,GitHub Dependabot Rubygems Low Alert Open,policy,policy,event,low,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-rubygems-medium-open,GitHub Dependabot Rubygems Medium Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-terraform-critical-dismissed,GitHub Dependabot Terraform Critical Alert Dismissed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-terraform-critical-open,GitHub Dependabot Terraform Critical Alert Open,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-terraform-critical-runtime-no-patch,GitHub Dependabot Terraform Critical Runtime Alert Without Patch,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-terraform-high-dismissed,GitHub Dependabot Terraform High Alert Dismissed,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-terraform-high-open,GitHub Dependabot Terraform High Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-terraform-high-runtime-no-patch,GitHub Dependabot Terraform High Runtime Alert Without Patch,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-terraform-low-open,GitHub Dependabot Terraform Low Alert Open,policy,policy,event,low,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-dependabot-terraform-medium-open,GitHub Dependabot Terraform Medium Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-pull-request-closed-tracked,GitHub Closed Pull Request Requires Review Evidence Tracked,policy,policy,event,low,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-pull-request-open-tracked,GitHub Open Pull Request Tracked,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-archived-public,GitHub Archived public repository should be reviewed for stale sensitive code,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-default-branch-missing,GitHub Repository default branch should be populated for policy correlation,policy,policy,event,low,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-internal-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal All,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-internal-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal All,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-internal-all-secret-scanning-disabled,GitHub Secret scanning Disabled For Internal All,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-internal-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal Fork,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-internal-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal Fork,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-internal-fork-secret-scanning-disabled,GitHub Secret scanning Disabled For Internal Fork,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-internal-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Internal Primary,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-internal-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Internal Primary,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-internal-primary-secret-scanning-disabled,GitHub Secret scanning Disabled For Internal Primary,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-owner-login-missing,GitHub Repository owner login should be projected for ownership routing,policy,policy,event,low,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-private-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private All,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-private-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Private All,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-private-all-secret-scanning-disabled,GitHub Secret scanning Disabled For Private All,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-private-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private Fork,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-private-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Private Fork,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-private-fork-secret-scanning-disabled,GitHub Secret scanning Disabled For Private Fork,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-private-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Private Primary,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-private-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Private Primary,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-private-primary-secret-scanning-disabled,GitHub Secret scanning Disabled For Private Primary,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-all-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public All,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-all-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public All,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-all-secret-scanning-disabled,GitHub Secret scanning Disabled For Public All,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-fork,GitHub Public fork should have a maintainer-approved exposure exception,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-fork-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public Fork,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-fork-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public Fork,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-fork-secret-scanning-disabled,GitHub Secret scanning Disabled For Public Fork,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-non-archived,GitHub Public non-archived repository requires explicit exposure review,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-primary-dependabot-security-updates-disabled,GitHub Dependabot security updates Disabled For Public Primary,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public Primary,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-repo-public-primary-secret-scanning-disabled,GitHub Secret scanning Disabled For Public Primary,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-runner-active-default-group,GitHub Active Self-hosted Runner In Default Group,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-runner-host-not-trusted,GitHub Self-hosted Runner Host Not Trusted,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-runner-not-ephemeral,GitHub Self-hosted Runner Not Ephemeral,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-runner-org-scoped,GitHub Org-scoped Self-hosted Runner,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-runner-registered,GitHub Self-hosted Runner Registered,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-runner-repo-scoped,GitHub Repo-scoped Self-hosted Runner,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-runner-untrusted-host,GitHub Self-hosted Runner On Untrusted Host,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-anthropic-admin-api-key-open,GitHub Secret Scanning Anthropic Admin Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-anthropic-admin-api-key-push-protection-bypassed,GitHub Secret Scanning Anthropic Admin Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-anthropic-admin-api-key-resolution-false-positive,GitHub Secret Scanning Anthropic Admin Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-anthropic-admin-api-key-resolution-used-in-tests,GitHub Secret Scanning Anthropic Admin Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-anthropic-admin-api-key-resolution-wont-fix,GitHub Secret Scanning Anthropic Admin Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-aws-access-key-id-open,GitHub Secret Scanning Aws Access Key Id Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-aws-access-key-id-push-protection-bypassed,GitHub Secret Scanning Aws Access Key Id Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-aws-access-key-id-resolution-false-positive,GitHub Secret Scanning Aws Access Key Id Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-aws-access-key-id-resolution-used-in-tests,GitHub Secret Scanning Aws Access Key Id Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-aws-access-key-id-resolution-wont-fix,GitHub Secret Scanning Aws Access Key Id Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-azure-storage-account-key-open,GitHub Secret Scanning Azure Storage Account Key Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-azure-storage-account-key-push-protection-bypassed,GitHub Secret Scanning Azure Storage Account Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-azure-storage-account-key-resolution-false-positive,GitHub Secret Scanning Azure Storage Account Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-azure-storage-account-key-resolution-used-in-tests,GitHub Secret Scanning Azure Storage Account Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-azure-storage-account-key-resolution-wont-fix,GitHub Secret Scanning Azure Storage Account Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-cloudflare-api-token-open,GitHub Secret Scanning Cloudflare Api Token Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-cloudflare-api-token-push-protection-bypassed,GitHub Secret Scanning Cloudflare Api Token Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-cloudflare-api-token-resolution-false-positive,GitHub Secret Scanning Cloudflare Api Token Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-cloudflare-api-token-resolution-used-in-tests,GitHub Secret Scanning Cloudflare Api Token Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-cloudflare-api-token-resolution-wont-fix,GitHub Secret Scanning Cloudflare Api Token Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-datadog-api-key-open,GitHub Secret Scanning Datadog Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-datadog-api-key-push-protection-bypassed,GitHub Secret Scanning Datadog Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-datadog-api-key-resolution-false-positive,GitHub Secret Scanning Datadog Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-datadog-api-key-resolution-used-in-tests,GitHub Secret Scanning Datadog Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-datadog-api-key-resolution-wont-fix,GitHub Secret Scanning Datadog Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-github-app-private-key-open,GitHub Secret Scanning GitHub App Private Key Alert Open,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-github-app-private-key-push-protection-bypassed,GitHub Secret Scanning GitHub App Private Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-github-app-private-key-resolution-false-positive,GitHub Secret Scanning GitHub App Private Key Resolution False Positive,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-github-app-private-key-resolution-used-in-tests,GitHub Secret Scanning GitHub App Private Key Resolution Used In Tests,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-github-app-private-key-resolution-wont-fix,GitHub Secret Scanning GitHub App Private Key Resolution Wont Fix,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-github-personal-access-token-open,GitHub Secret Scanning GitHub Personal Access Token Alert Open,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-github-personal-access-token-push-protection-bypassed,GitHub Secret Scanning GitHub Personal Access Token Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-github-personal-access-token-resolution-false-positive,GitHub Secret Scanning GitHub Personal Access Token Resolution False Positive,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-github-personal-access-token-resolution-used-in-tests,GitHub Secret Scanning GitHub Personal Access Token Resolution Used In Tests,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-github-personal-access-token-resolution-wont-fix,GitHub Secret Scanning GitHub Personal Access Token Resolution Wont Fix,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-google-cloud-service-account-open,GitHub Secret Scanning Google Cloud Service Account Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-google-cloud-service-account-push-protection-bypassed,GitHub Secret Scanning Google Cloud Service Account Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-google-cloud-service-account-resolution-false-positive,GitHub Secret Scanning Google Cloud Service Account Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-google-cloud-service-account-resolution-used-in-tests,GitHub Secret Scanning Google Cloud Service Account Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-google-cloud-service-account-resolution-wont-fix,GitHub Secret Scanning Google Cloud Service Account Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-heroku-api-key-open,GitHub Secret Scanning Heroku Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-heroku-api-key-push-protection-bypassed,GitHub Secret Scanning Heroku Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-heroku-api-key-resolution-false-positive,GitHub Secret Scanning Heroku Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-heroku-api-key-resolution-used-in-tests,GitHub Secret Scanning Heroku Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-heroku-api-key-resolution-wont-fix,GitHub Secret Scanning Heroku Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-mailchimp-api-key-open,GitHub Secret Scanning Mailchimp Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-mailchimp-api-key-push-protection-bypassed,GitHub Secret Scanning Mailchimp Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-mailchimp-api-key-resolution-false-positive,GitHub Secret Scanning Mailchimp Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-mailchimp-api-key-resolution-used-in-tests,GitHub Secret Scanning Mailchimp Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-mailchimp-api-key-resolution-wont-fix,GitHub Secret Scanning Mailchimp Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-npm-token-open,GitHub Secret Scanning Npm Token Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-npm-token-push-protection-bypassed,GitHub Secret Scanning Npm Token Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-npm-token-resolution-false-positive,GitHub Secret Scanning Npm Token Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-npm-token-resolution-used-in-tests,GitHub Secret Scanning Npm Token Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-npm-token-resolution-wont-fix,GitHub Secret Scanning Npm Token Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-openai-api-key-open,GitHub Secret Scanning Openai Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-openai-api-key-push-protection-bypassed,GitHub Secret Scanning Openai Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-openai-api-key-resolution-false-positive,GitHub Secret Scanning Openai Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-openai-api-key-resolution-used-in-tests,GitHub Secret Scanning Openai Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-openai-api-key-resolution-wont-fix,GitHub Secret Scanning Openai Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-private-key-open,GitHub Secret Scanning Private Key Alert Open,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-private-key-push-protection-bypassed,GitHub Secret Scanning Private Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-private-key-resolution-false-positive,GitHub Secret Scanning Private Key Resolution False Positive,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-private-key-resolution-used-in-tests,GitHub Secret Scanning Private Key Resolution Used In Tests,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-private-key-resolution-wont-fix,GitHub Secret Scanning Private Key Resolution Wont Fix,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-pypi-upload-token-open,GitHub Secret Scanning Pypi Upload Token Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-pypi-upload-token-push-protection-bypassed,GitHub Secret Scanning Pypi Upload Token Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-pypi-upload-token-resolution-false-positive,GitHub Secret Scanning Pypi Upload Token Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-pypi-upload-token-resolution-used-in-tests,GitHub Secret Scanning Pypi Upload Token Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-pypi-upload-token-resolution-wont-fix,GitHub Secret Scanning Pypi Upload Token Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-sendgrid-api-key-open,GitHub Secret Scanning Sendgrid Api Key Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-sendgrid-api-key-push-protection-bypassed,GitHub Secret Scanning Sendgrid Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-sendgrid-api-key-resolution-false-positive,GitHub Secret Scanning Sendgrid Api Key Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-sendgrid-api-key-resolution-used-in-tests,GitHub Secret Scanning Sendgrid Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-sendgrid-api-key-resolution-wont-fix,GitHub Secret Scanning Sendgrid Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-slack-webhook-url-open,GitHub Secret Scanning Slack Webhook Url Alert Open,policy,policy,event,high,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-slack-webhook-url-push-protection-bypassed,GitHub Secret Scanning Slack Webhook Url Push Protection Bypassed,policy,policy,event,critical,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-slack-webhook-url-resolution-false-positive,GitHub Secret Scanning Slack Webhook Url Resolution False Positive,policy,policy,event,medium,active,candidate
control-family:soc-2-cc8-change-management,compliance,control_ref,github-secops-secret-slack-webhook-url-resolution-used-in-tests,GitHub Secret Scanning Slack Webhook Url Resolution Used In Tests,policy,policy,event,medium,active,candidate
