rule_id,name,domain,path,status,severity,category,resource,resource_type,source_id,evidence_mode,evidence_type,assessment_methods,frameworks,control_refs,control_families,metadata_tags,derived_tags,all_tags,risk_categories,mitre,remediation,risk_statement,remediation_intent,auditor_guidance
identity-github-active-no-employee-record,GitHub Active Accounts Without Employee Record,identity,policies/identity/identity-github-active-no-employee-record.yaml,active,medium,identity,,github_organization_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,access-review; github; identity; joiner-mover-leaver,assessment:examine; evidence:identity_governance; identity; policy; query,access-review; assessment:examine; evidence:identity_governance; github; identity; joiner-mover-leaver; policy; query,,,"Review unmatched accounts, classify approved non-employee identities, and disable unknown access.","Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-deprovision,GitHub Accounts Deprovisioned on Termination,identity,policies/identity/identity-github-deprovision.yaml,active,high,identity,,github_user,policy,query,identity_governance,examine,CIS Controls v8; ISO 27001:2022; NIST 800-53 r5; PCI DSS v4.0.1; SOC 2,CIS Controls v8 5; CIS Controls v8 6; ISO 27001:2022 A.5.11; ISO 27001:2022 A.6.5; NIST 800-53 r5 AC-2; NIST 800-53 r5 PS-4; PCI DSS v4.0.1 8.1.3; SOC 2 CC6.2; SOC 2 CC6.3,CIS Controls v8 5 Account Management; CIS Controls v8 6 Access Control Management; ISO 27001:2022 A.5 Organizational Controls; ISO 27001:2022 A.6 People Controls; NIST 800-53 r5 AC Access Control; NIST 800-53 r5 PS Personnel Security; PCI DSS v4.0.1 8 Identity and Authentication; SOC 2 CC6 Logical and Physical Access,access-control; github; identity; offboarding,assessment:examine; evidence:identity_governance; identity; policy; query,access-control; assessment:examine; evidence:identity_governance; github; identity; offboarding; policy; query,,,Remove GitHub organization access for terminated employees within 24 hours of termination.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-duplicate-email,Github Duplicate Account Emails,identity,policies/identity/identity-github-duplicate-email.yaml,active,high,identity,,github_organization_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,access-control; account-hygiene; github; identity,assessment:examine; evidence:identity_governance; identity; policy; query,access-control; account-hygiene; assessment:examine; evidence:identity_governance; github; identity; policy; query,,,Consolidate duplicate identities and remove unintended duplicate access paths.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-duplicate-username,GitHub Duplicate Usernames,identity,policies/identity/identity-github-duplicate-username.yaml,active,medium,identity,,github_organization_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,account-hygiene; data-integrity; github; identity,assessment:examine; evidence:identity_governance; identity; policy; query,account-hygiene; assessment:examine; data-integrity; evidence:identity_governance; github; identity; policy; query,,,Normalize account identifiers to unique usernames and remove duplicate access identities.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-member-mfa,GitHub Members Without MFA,identity,policies/identity/identity-github-member-mfa.yaml,active,high,identity,,github_organization_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,authentication; github; identity; mfa,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; authentication; evidence:identity_governance; github; identity; mfa; policy; query,,,Require MFA for all active GitHub organization members and remove access for users who cannot enroll.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-mfa-missing-active,Github Active Accounts Without MFA,identity,policies/identity/identity-github-mfa-missing-active.yaml,active,high,identity,,github_organization_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,authentication; github; identity; mfa,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; authentication; evidence:identity_governance; github; identity; mfa; policy; query,,,Require MFA enrollment and enforcement for all active accounts.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-missing-email,Github Active Accounts Missing Email,identity,policies/identity/identity-github-missing-email.yaml,active,medium,identity,,github_organization_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,account-hygiene; data-quality; github; identity,assessment:examine; evidence:identity_governance; identity; policy; query,account-hygiene; assessment:examine; data-quality; evidence:identity_governance; github; identity; policy; query,,,Populate a valid corporate email on the account or disable the account until ownership can be verified.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-personal-email-domain,Github Accounts Using Personal Email Domains,identity,policies/identity/identity-github-personal-email-domain.yaml,active,medium,identity,,github_organization_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,account-hygiene; github; governance; identity,assessment:examine; evidence:identity_governance; identity; policy; query,account-hygiene; assessment:examine; evidence:identity_governance; github; governance; identity; policy; query,,,Migrate account identities to corporate domains and disable personal-domain access where not explicitly approved.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-privileged-no-mfa,Github Privileged Accounts Without MFA,identity,policies/identity/identity-github-privileged-no-mfa.yaml,active,high,identity,,github_organization_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,github; identity; mfa; privileged-access,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; evidence:identity_governance; github; identity; mfa; policy; privileged-access; query,,,Immediately enforce MFA on privileged identities and suspend privileged actions until compliant.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-privileged-personal-email,Github Privileged Accounts on Personal Email Domains,identity,policies/identity/identity-github-privileged-personal-email.yaml,active,high,identity,,github_organization_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,github; governance; identity; privileged-access,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; evidence:identity_governance; github; governance; identity; policy; privileged-access; query,,,Migrate privileged accounts to corporate identity domains and remove personal-domain privileged access.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-runner-duplicate-group-name,Github Runner Duplicate Group Names,identity,policies/identity/identity-github-runner-duplicate-group-name.yaml,active,medium,identity,,github_runner_group,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,access-governance; github_runner; groups; identity,assessment:examine; evidence:identity_governance; identity; policy; query,access-governance; assessment:examine; evidence:identity_governance; github_runner; groups; identity; policy; query,,,Consolidate duplicate groups or rename to make ownership and access scope unambiguous.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-github-terminated-active-account,Github Terminated Accounts Still Active,identity,policies/identity/identity-github-terminated-active-account.yaml,active,high,identity,,github_organization_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,access-control; github; identity; offboarding,assessment:examine; evidence:identity_governance; identity; policy; query,access-control; assessment:examine; evidence:identity_governance; github; identity; offboarding; policy; query,,,Disable or remove provider access for terminated employees within 24 hours and verify all active sessions are revoked.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-gong-active-no-employee-record,Gong Active Accounts Without Employee Record,identity,policies/identity/identity-gong-active-no-employee-record.yaml,active,medium,identity,,gong_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,access-review; gong; identity; joiner-mover-leaver,assessment:examine; evidence:identity_governance; identity; policy; query,access-review; assessment:examine; evidence:identity_governance; gong; identity; joiner-mover-leaver; policy; query,,,"Review unmatched accounts, classify approved non-employee identities, and disable unknown access.","Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-gong-duplicate-email,Gong Duplicate Account Emails,identity,policies/identity/identity-gong-duplicate-email.yaml,active,high,identity,,gong_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,access-control; account-hygiene; gong; identity,assessment:examine; evidence:identity_governance; identity; policy; query,access-control; account-hygiene; assessment:examine; evidence:identity_governance; gong; identity; policy; query,,,Consolidate duplicate identities and remove unintended duplicate access paths.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-gong-missing-email,Gong Active Accounts Missing Email,identity,policies/identity/identity-gong-missing-email.yaml,active,medium,identity,,gong_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,account-hygiene; data-quality; gong; identity,assessment:examine; evidence:identity_governance; identity; policy; query,account-hygiene; assessment:examine; data-quality; evidence:identity_governance; gong; identity; policy; query,,,Populate a valid corporate email on the account or disable the account until ownership can be verified.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-gong-personal-email-domain,Gong Accounts Using Personal Email Domains,identity,policies/identity/identity-gong-personal-email-domain.yaml,active,medium,identity,,gong_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,account-hygiene; gong; governance; identity,assessment:examine; evidence:identity_governance; identity; policy; query,account-hygiene; assessment:examine; evidence:identity_governance; gong; governance; identity; policy; query,,,Migrate account identities to corporate domains and disable personal-domain access where not explicitly approved.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-gong-terminated-active-account,Gong Terminated Accounts Still Active,identity,policies/identity/identity-gong-terminated-active-account.yaml,active,high,identity,,gong_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,access-control; gong; identity; offboarding,assessment:examine; evidence:identity_governance; identity; policy; query,access-control; assessment:examine; evidence:identity_governance; gong; identity; offboarding; policy; query,,,Disable or remove provider access for terminated employees within 24 hours and verify all active sessions are revoked.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-active-no-employee-record,Google Workspace Active Accounts Without Employee Record,identity,policies/identity/identity-google-workspace-active-no-employee-record.yaml,active,medium,identity,,google_workspace_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,access-review; google-workspace; identity; joiner-mover-leaver,assessment:examine; evidence:identity_governance; identity; policy; query,access-review; assessment:examine; evidence:identity_governance; google-workspace; identity; joiner-mover-leaver; policy; query,,,"Review unmatched accounts, classify approved non-employee identities, and disable unknown access.","Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-admin-mfa,Google Workspace Admin MFA Enforced,identity,policies/identity/identity-google-workspace-admin-mfa.yaml,active,high,identity,,google_workspace_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.8.5; SOC 2 CC6.1,ISO 27001:2022 A.8 Technology Controls; SOC 2 CC6 Logical and Physical Access,admin; google-workspace; identity; mfa,assessment:examine; evidence:identity_governance; identity; policy; query,admin; assessment:examine; evidence:identity_governance; google-workspace; identity; mfa; policy; query,,,Require and enforce 2-Step Verification for all admin and delegated admin accounts in Google Workspace.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-duplicate-email,Google Workspace Duplicate Account Emails,identity,policies/identity/identity-google-workspace-duplicate-email.yaml,active,high,identity,,google_workspace_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,access-control; account-hygiene; google_workspace; identity,assessment:examine; evidence:identity_governance; identity; policy; query,access-control; account-hygiene; assessment:examine; evidence:identity_governance; google_workspace; identity; policy; query,,,Consolidate duplicate identities and remove unintended duplicate access paths.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-duplicate-group-name,Google Workspace Duplicate Group Names,identity,policies/identity/identity-google-workspace-duplicate-group-name.yaml,active,medium,identity,,google_workspace_group,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,access-governance; google_workspace; groups; identity,assessment:examine; evidence:identity_governance; identity; policy; query,access-governance; assessment:examine; evidence:identity_governance; google_workspace; groups; identity; policy; query,,,Consolidate duplicate groups or rename to make ownership and access scope unambiguous.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-duplicate-membership-assignment,Google Workspace Duplicate Membership Assignments,identity,policies/identity/identity-google-workspace-duplicate-membership-assignment.yaml,active,low,identity,,google_workspace_group_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,data-integrity; google-workspace; groups; identity,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; data-integrity; evidence:identity_governance; google-workspace; groups; identity; policy; query,,,Deduplicate repeated membership rows and validate provisioning idempotency in sync pipelines.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-empty-groups,Google Workspace Empty Access Groups,identity,policies/identity/identity-google-workspace-empty-groups.yaml,active,low,identity,,google_workspace_group,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,google_workspace; groups; identity; stale-configuration,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; evidence:identity_governance; google_workspace; groups; identity; policy; query; stale-configuration,,,Delete stale groups or document their future purpose and ownership before retaining them.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-group-description-missing,Google Workspace Groups Missing Description,identity,policies/identity/identity-google-workspace-group-description-missing.yaml,active,low,identity,,google_workspace_group,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,google_workspace; governance; groups; identity,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; evidence:identity_governance; google_workspace; governance; groups; identity; policy; query,,,Add business-owner and purpose descriptions to all groups to improve certification quality.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-group-personal-email-domain,Google Workspace Groups Using Personal Email Domains,identity,policies/identity/identity-google-workspace-group-personal-email-domain.yaml,active,low,identity,,google_workspace_group,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,google-workspace; governance; groups; identity,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; evidence:identity_governance; google-workspace; governance; groups; identity; policy; query,,,Update group email aliases to approved corporate domains and remove legacy personal-domain aliases.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-membership-personal-email-domain,Google Workspace Memberships Using Personal Email Domains,identity,policies/identity/identity-google-workspace-membership-personal-email-domain.yaml,active,medium,identity,,google_workspace_group_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,google-workspace; governance; groups; identity,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; evidence:identity_governance; google-workspace; governance; groups; identity; policy; query,,,Replace personal-domain group members with corporate identities or remove unauthorized access.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-mfa,Google Workspace MFA Enforced,identity,policies/identity/identity-google-workspace-mfa.yaml,active,high,identity,google_workspace_users,,policy,cel,identity_governance,examine; test,CIS Google Workspace Benchmark; NIST 800-53 r5; SOC 2,CIS Google Workspace Benchmark 1.1; NIST 800-53 r5 IA-2; SOC 2 CC6.1,CIS Google Workspace Benchmark 1 1 Controls; NIST 800-53 r5 IA Identification and Authentication; SOC 2 CC6 Logical and Physical Access,authentication; compliance; google-workspace; gsuite; identity; mfa,assessment:examine; assessment:test; cel; evidence:identity_governance; identity; policy,assessment:examine; assessment:test; authentication; cel; compliance; evidence:identity_governance; google-workspace; gsuite; identity; mfa; policy,WEAK_AUTHENTICATION,,Enable 2-Step Verification (MFA) for all Google Workspace users. Configure organizational policy to enforce MFA.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.",Review the normalized resource snapshot and the evaluated policy conditions to confirm the failed configuration state.
identity-google-workspace-mfa-missing-active,Google Workspace Active Accounts Without MFA,identity,policies/identity/identity-google-workspace-mfa-missing-active.yaml,active,high,identity,,google_workspace_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,authentication; google_workspace; identity; mfa,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; authentication; evidence:identity_governance; google_workspace; identity; mfa; policy; query,,,Require MFA enrollment and enforcement for all active accounts.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-missing-email,Google Workspace Active Accounts Missing Email,identity,policies/identity/identity-google-workspace-missing-email.yaml,active,medium,identity,,google_workspace_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,account-hygiene; data-quality; google_workspace; identity,assessment:examine; evidence:identity_governance; identity; policy; query,account-hygiene; assessment:examine; data-quality; evidence:identity_governance; google_workspace; identity; policy; query,,,Populate a valid corporate email on the account or disable the account until ownership can be verified.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-never-logged-in-30d,Google Workspace Accounts Never Used After Provisioning,identity,policies/identity/identity-google-workspace-never-logged-in-30d.yaml,active,medium,identity,,google_workspace_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,google_workspace; identity; least-privilege; stale-accounts,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; evidence:identity_governance; google_workspace; identity; least-privilege; policy; query; stale-accounts,,,Remove or disable unused accounts and confirm provisioning flows are not creating unnecessary access.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-never-logged-in-90d,Google Workspace Accounts Never Used (90 days),identity,policies/identity/identity-google-workspace-never-logged-in-90d.yaml,active,medium,identity,,google_workspace_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,google-workspace; identity; least-privilege; stale-accounts,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; evidence:identity_governance; google-workspace; identity; least-privilege; policy; query; stale-accounts,,,Remove or disable never-used accounts and fix any over-provisioning in onboarding workflows.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-orphaned-membership-group,Google Workspace Memberships With Missing Groups,identity,policies/identity/identity-google-workspace-orphaned-membership-group.yaml,active,medium,identity,,google_workspace_group_member,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,data-integrity; google_workspace; groups; identity,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; data-integrity; evidence:identity_governance; google_workspace; groups; identity; policy; query,,,Remove orphaned memberships and reconcile all references to deleted or migrated groups.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-personal-email-domain,Google Workspace Accounts Using Personal Email Domains,identity,policies/identity/identity-google-workspace-personal-email-domain.yaml,active,medium,identity,,google_workspace_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,account-hygiene; google_workspace; governance; identity,assessment:examine; evidence:identity_governance; identity; policy; query,account-hygiene; assessment:examine; evidence:identity_governance; google_workspace; governance; identity; policy; query,,,Migrate account identities to corporate domains and disable personal-domain access where not explicitly approved.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
identity-google-workspace-privileged-no-mfa,Google Workspace Privileged Accounts Without MFA,identity,policies/identity/identity-google-workspace-privileged-no-mfa.yaml,active,high,identity,,google_workspace_user,policy,query,identity_governance,examine,ISO 27001:2022; SOC 2,ISO 27001:2022 A.5.17; SOC 2 CC6.1,ISO 27001:2022 A.5 Organizational Controls; SOC 2 CC6 Logical and Physical Access,google_workspace; identity; mfa; privileged-access,assessment:examine; evidence:identity_governance; identity; policy; query,assessment:examine; evidence:identity_governance; google_workspace; identity; mfa; policy; privileged-access; query,,,Immediately enforce MFA on privileged identities and suspend privileged actions until compliant.,"Identity lifecycle, access, authentication, or entitlement controls may not be operating effectively.","Correct the identity or entitlement state, revoke inappropriate access, and retain access-review or system evidence.","Review each returned query row as an exception candidate, validate row-level scope, and retain the query result as audit evidence."
