framework,control_id,control_ref,control_family,control_match_source,mapping_confidence,mapping_rationale,source_coverage_refs,finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,azure/user,azure-entra-break-glass-account-missing,Azure Entra Break Glass Account Missing,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,azure/virtual_machine,azure-vm-endpoint-protection-missing,Azure Vm Endpoint Protection Missing,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,azure/virtual_machine,azure-vm-just-in-time-access-disabled,Azure Vm Just In Time Access Disabled,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,azure/virtual_machine,azure-vm-public-ip-rdp,Azure VM Public IP with RDP Exposed,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,azure/virtual_machine,azure-vm-public-ip-ssh,Azure VM Public IP with SSH Exposed,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/aiplatform_dataset,gcp-vertex-ai-dataset-public,GCP Vertex AI Dataset Public Access,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/aiplatform_endpoint,gcp-vertex-ai-public-endpoint,GCP Vertex AI Public Endpoint,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/bigquery_dataset,gcp-bigquery-dataset-no-default-cmek,GCP Bigquery Dataset No Default Cmek,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/bigquery_dataset,gcp-bigquery-public,BigQuery Dataset Publicly Accessible,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/bigquery_dataset,gcp-bigquery-public-dataset,GCP BigQuery Public Dataset,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/bigquery_dataset; gcp/bigquery_table,gcp-bigquery-table-public,GCP Bigquery Table Public,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/cloud_function; gcp/cloud_run_revision; gcp/cloud_run_service; tailscale/users,serverless-unauthenticated-invocation,Publicly exposed serverless with high privileges can be invoked by unauthenticated users,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/cloud_run_revision; gcp/cloud_run_service,gcp-cloudrun-ingress-all,GCP Cloudrun Ingress All,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/cloud_run_revision; gcp/cloud_run_service,gcp-cloudrun-public-ingress,Cloud Run Service Allows Public Internet Access,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/cloud_run_revision; gcp/cloud_run_service; gcp/service_account; tailscale/users,gcp-cloudrun-service-account-default,GCP Cloudrun Service Account Default,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/cloud_sql_instance,gcp-cloudsql-no-public-ip,Cloud SQL Public IP,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/cloud_sql_instance; gcp/org_policy,gcp-organization-policy-restrict-public-ip-cloudsql,GCP Organization Policy Restrict Public Ip Cloudsql,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/compute_instance,gcp-compute-no-public-ip,Compute Instance Public IP,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/compute_instance,gcp-compute-public-ssh,GCP Instance Public IP with SSH Exposed,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/compute_instance; gcp/compute_subnetwork,gcp-vpc-flow-logs-disabled,GCP Vpc Flow Logs Disabled,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/gcs_bucket,bucket-public-sensitive,Publicly readable bucket contains sensitive data,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/gcs_bucket,gcp-bucket-public-write,GCS Bucket Allows Public Write Access,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/gcs_bucket,gcp-bucket-secrets,GCS Bucket Contains Potential Credentials,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/gcs_bucket,gcp-storage-bucket-no-public,GCP Storage Bucket Public Access,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/gcs_bucket,gcp-storage-no-public-allusers,GCP Storage No Public allUsers Access,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/gke_cluster,gcp-gke-binary-authorization-disabled,GCP Gke Binary Authorization Disabled,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/gke_cluster,gcp-gke-master-authorized-networks-disabled,GCP Gke Master Authorized Networks Disabled,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/gke_cluster,gcp-gke-private-cluster,GKE Private Cluster,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/gke_cluster,gcp-gke-workload-identity-disabled,GCP Gke Workload Identity Disabled,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/iam_role_assignment,gcp-iam-binding-no-allUsers,GCP IAM Binding No allUsers,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/kms_key,gcp-kms-key-rotation-period-too-long,GCP KMS Key Rotation Period Too Long,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/kms_key,gcp-kms-public,KMS Key Publicly Accessible,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/logging_project_sink,gcp-logging-sink-missing-security,GCP Logging Sink Missing Security,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/org_policy,gcp-organization-policy-restrict-vm-external-ip,GCP Organization Policy Restrict Vm External Ip,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/org_policy,gcp-organization-policy-uniform-bucket-level-access,GCP Organization Policy Uniform Bucket Level Access,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/org_policy; gcp/service_account; gcp/service_account_key; tailscale/users,gcp-organization-policy-disable-service-account-key-creation,GCP Organization Policy Disable Service Account Key Creation,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/resourcemanager_project,gcp-project-audit-logs-data-access,GCP Project Audit Logs Data Access,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/resourcemanager_project,gcp-project-essential-contacts-security,GCP Project Essential Contacts Security,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/secret_manager_secret,gcp-secret-manager-secret-public,GCP Secret Manager Secret Public,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,gcp/secret_manager_secret,gcp-secret-manager-secret-unreplicated,GCP Secret Manager Secret Unreplicated,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/organization_authentication_policy,github-secops-audit-org-org-2fa-disabled,GitHub Audit Organization 2FA Disabled,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/organization_authentication_policy,github-secops-audit-org-org-mfa-not-required,GitHub Audit Organization MFA Not Required,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/organization_network_policy,github-secops-audit-org-ip-allow-list-disabled,GitHub Audit IP Allow List Disabled,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/organization_network_policy,github-secops-audit-org-ip-allow-list-noncompliant,GitHub Audit IP Allow List Noncompliant,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials,github-secops-audit-org-integration-installed,GitHub Audit Integration Installation Created,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials,github-secops-credential-active-integration-installation,GitHub Active Integration Installation Credential,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials,github-secops-credential-active-personal-access-token,GitHub Active Personal Access Token,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-actions-read,GitHub App Installation All Repos Actions Read,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-actions-write,GitHub App Installation All Repos Actions Write,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-administration-write,GitHub App Installation All Repos Administration Write,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-checks-read,GitHub App Installation All Repos Checks Read,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-checks-write,GitHub App Installation All Repos Checks Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-contents-read,GitHub App Installation All Repos Contents Read,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-contents-write,GitHub App Installation All Repos Contents Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-deployments-read,GitHub App Installation All Repos Deployments Read,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-deployments-write,GitHub App Installation All Repos Deployments Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-environments-read,GitHub App Installation All Repos Environments Read,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-environments-write,GitHub App Installation All Repos Environments Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-issues-write,GitHub App Installation All Repos Issues Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-members-write,GitHub App Installation All Repos Members Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-organization-administration-write,GitHub App Installation All Repos Organization Administration Write,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-organization-hooks-write,GitHub App Installation All Repos Organization Hooks Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-organization-packages-write,GitHub App Installation All Repos Organization Packages Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-organization-secrets-read,GitHub App Installation All Repos Organization Secrets Read,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-organization-secrets-write,GitHub App Installation All Repos Organization Secrets Write,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-packages-write,GitHub App Installation All Repos Packages Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-pull-requests-write,GitHub App Installation All Repos Pull Requests Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-repository-hooks-write,GitHub App Installation All Repos Repository Hooks Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-secret-scanning-alerts-read,GitHub App Installation All Repos Secret Scanning Alerts Read,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-secret-scanning-alerts-write,GitHub App Installation All Repos Secret Scanning Alerts Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-secrets-read,GitHub App Installation All Repos Secrets Read,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-secrets-write,GitHub App Installation All Repos Secrets Write,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-security-events-read,GitHub App Installation All Repos Security Events Read,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-security-events-write,GitHub App Installation All Repos Security Events Write,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-workflows-read,GitHub App Installation All Repos Workflows Read,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories,github-secops-app-installation-all-repos-workflows-write,GitHub App Installation All Repos Workflows Write,policy,policy,event,critical,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/programmatic_credentials; github/repositories; github/self_hosted_runners,github-secops-app-installation-all-repos-organization-self-hosted-runners-write,GitHub App Installation All Repos Organization Self Hosted Runners Write,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/repositories,github-actions-artifact-attestation-missing,Github Actions Artifact Attestation Missing,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/repositories,github-actions-oidc-subject-too-broad,Github Actions Oidc Subject Too Broad,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/repositories,github-branch-requires-linear-history,Github Branch Requires Linear History,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/repositories,github-branch-requires-signed-commits,Github Branch Requires Signed Commits,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/repositories,github-codeowners-missing,Github Codeowners Missing,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/repositories,github-dependabot-security-updates-disabled,Github Dependabot Security Updates Disabled,policy,policy,event,medium,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/repositories,github-public-repo-branch-protection,GitHub Public Repository Without Branch Protection,policy,policy,event,high,active,candidate
NIST 800-53 r5,AC-3,NIST 800-53 r5 AC-3,NIST 800-53 r5 AC Access Control,finding_control_ref+source_coverage_ref,high,Direct control ref is backed by matched source coverage with a declared YAML capability.,github/repositories,github-repo-internal-exposed,GitHub Internal Repository Made Public,policy,policy,event,critical,active,candidate
