finding_id,name,pack_id,source_id,evaluation_mode,severity,status,maturity,resolved_audit_domain,audit_language_source,evidence_type,assessment_methods,control_ref_count,source_matched_control_ref_count,source_backed_control_ref_count,control_refs_without_source_match_count,control_refs_without_source_match,source_coverage_ref_count,source_coverage_support_levels,source_coverage_high_value_count,compliance_evidence_status,review_flags
github-secops-repo-public-primary-push-protection-disabled,GitHub Secret scanning push protection Disabled For Public Primary,policy,policy,event,high,active,candidate,github,catalog,github_repository_security_configuration,examine; test,7,6,6,1,NIST 800-53 r5 SI-2,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-repo-public-primary-secret-scanning-disabled,GitHub Secret scanning Disabled For Public Primary,policy,policy,event,high,active,candidate,github,catalog,github_repository_security_configuration,examine; test,7,6,6,1,NIST 800-53 r5 SI-2,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-runner-active-default-group,GitHub Active Self-hosted Runner In Default Group,policy,policy,event,high,active,candidate,github,catalog,github_self_hosted_runner,examine; test,9,5,5,4,ISO 27001:2022 A.5.15; NIST 800-53 r5 RA-5; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-runner-host-not-trusted,GitHub Self-hosted Runner Host Not Trusted,policy,policy,event,high,active,candidate,github,catalog,github_self_hosted_runner,examine; test,9,5,5,4,ISO 27001:2022 A.5.15; NIST 800-53 r5 RA-5; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-runner-not-ephemeral,GitHub Self-hosted Runner Not Ephemeral,policy,policy,event,high,active,candidate,github,catalog,github_self_hosted_runner,examine; test,9,5,5,4,ISO 27001:2022 A.5.15; NIST 800-53 r5 RA-5; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-runner-org-scoped,GitHub Org-scoped Self-hosted Runner,policy,policy,event,high,active,candidate,github,catalog,github_self_hosted_runner,examine; test,9,5,5,4,ISO 27001:2022 A.5.15; NIST 800-53 r5 RA-5; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-runner-registered,GitHub Self-hosted Runner Registered,policy,policy,event,medium,active,candidate,github,catalog,github_self_hosted_runner,examine; test,9,5,5,4,ISO 27001:2022 A.5.15; NIST 800-53 r5 RA-5; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-runner-repo-scoped,GitHub Repo-scoped Self-hosted Runner,policy,policy,event,medium,active,candidate,github,catalog,github_self_hosted_runner,examine; test,9,5,5,4,ISO 27001:2022 A.5.15; NIST 800-53 r5 RA-5; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-runner-untrusted-host,GitHub Self-hosted Runner On Untrusted Host,policy,policy,event,critical,active,candidate,github,catalog,github_self_hosted_runner,examine; test,9,5,5,4,ISO 27001:2022 A.5.15; NIST 800-53 r5 RA-5; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,6,partial; supported,5,partial_source_backed,partial_source_backed_control_refs
github-secops-secret-anthropic-admin-api-key-open,GitHub Secret Scanning Anthropic Admin Api Key Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-anthropic-admin-api-key-push-protection-bypassed,GitHub Secret Scanning Anthropic Admin Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-anthropic-admin-api-key-resolution-false-positive,GitHub Secret Scanning Anthropic Admin Api Key Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-anthropic-admin-api-key-resolution-used-in-tests,GitHub Secret Scanning Anthropic Admin Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-anthropic-admin-api-key-resolution-wont-fix,GitHub Secret Scanning Anthropic Admin Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-aws-access-key-id-open,GitHub Secret Scanning Aws Access Key Id Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,11,partial; supported,10,source_backed,
github-secops-secret-aws-access-key-id-push-protection-bypassed,GitHub Secret Scanning Aws Access Key Id Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,11,partial; supported,10,source_backed,
github-secops-secret-aws-access-key-id-resolution-false-positive,GitHub Secret Scanning Aws Access Key Id Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,11,partial; supported,10,source_backed,
github-secops-secret-aws-access-key-id-resolution-used-in-tests,GitHub Secret Scanning Aws Access Key Id Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,11,partial; supported,10,source_backed,
github-secops-secret-aws-access-key-id-resolution-wont-fix,GitHub Secret Scanning Aws Access Key Id Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,11,partial; supported,10,source_backed,
github-secops-secret-azure-storage-account-key-open,GitHub Secret Scanning Azure Storage Account Key Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,8,partial; supported,7,source_backed,
github-secops-secret-azure-storage-account-key-push-protection-bypassed,GitHub Secret Scanning Azure Storage Account Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,7,partial; supported,6,source_backed,
github-secops-secret-azure-storage-account-key-resolution-false-positive,GitHub Secret Scanning Azure Storage Account Key Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,8,partial; supported,7,source_backed,
github-secops-secret-azure-storage-account-key-resolution-used-in-tests,GitHub Secret Scanning Azure Storage Account Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,8,partial; supported,7,source_backed,
github-secops-secret-azure-storage-account-key-resolution-wont-fix,GitHub Secret Scanning Azure Storage Account Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,8,partial; supported,7,source_backed,
github-secops-secret-cloudflare-api-token-open,GitHub Secret Scanning Cloudflare Api Token Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-cloudflare-api-token-push-protection-bypassed,GitHub Secret Scanning Cloudflare Api Token Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-cloudflare-api-token-resolution-false-positive,GitHub Secret Scanning Cloudflare Api Token Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-cloudflare-api-token-resolution-used-in-tests,GitHub Secret Scanning Cloudflare Api Token Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-cloudflare-api-token-resolution-wont-fix,GitHub Secret Scanning Cloudflare Api Token Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-datadog-api-key-open,GitHub Secret Scanning Datadog Api Key Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-datadog-api-key-push-protection-bypassed,GitHub Secret Scanning Datadog Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-datadog-api-key-resolution-false-positive,GitHub Secret Scanning Datadog Api Key Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-datadog-api-key-resolution-used-in-tests,GitHub Secret Scanning Datadog Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-datadog-api-key-resolution-wont-fix,GitHub Secret Scanning Datadog Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-github-app-private-key-open,GitHub Secret Scanning GitHub App Private Key Alert Open,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-github-app-private-key-push-protection-bypassed,GitHub Secret Scanning GitHub App Private Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-github-app-private-key-resolution-false-positive,GitHub Secret Scanning GitHub App Private Key Resolution False Positive,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-github-app-private-key-resolution-used-in-tests,GitHub Secret Scanning GitHub App Private Key Resolution Used In Tests,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-github-app-private-key-resolution-wont-fix,GitHub Secret Scanning GitHub App Private Key Resolution Wont Fix,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-github-personal-access-token-open,GitHub Secret Scanning GitHub Personal Access Token Alert Open,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-github-personal-access-token-push-protection-bypassed,GitHub Secret Scanning GitHub Personal Access Token Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-github-personal-access-token-resolution-false-positive,GitHub Secret Scanning GitHub Personal Access Token Resolution False Positive,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-github-personal-access-token-resolution-used-in-tests,GitHub Secret Scanning GitHub Personal Access Token Resolution Used In Tests,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-github-personal-access-token-resolution-wont-fix,GitHub Secret Scanning GitHub Personal Access Token Resolution Wont Fix,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-google-cloud-service-account-open,GitHub Secret Scanning Google Cloud Service Account Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-google-cloud-service-account-push-protection-bypassed,GitHub Secret Scanning Google Cloud Service Account Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-google-cloud-service-account-resolution-false-positive,GitHub Secret Scanning Google Cloud Service Account Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-google-cloud-service-account-resolution-used-in-tests,GitHub Secret Scanning Google Cloud Service Account Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-google-cloud-service-account-resolution-wont-fix,GitHub Secret Scanning Google Cloud Service Account Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-heroku-api-key-open,GitHub Secret Scanning Heroku Api Key Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-heroku-api-key-push-protection-bypassed,GitHub Secret Scanning Heroku Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-heroku-api-key-resolution-false-positive,GitHub Secret Scanning Heroku Api Key Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-heroku-api-key-resolution-used-in-tests,GitHub Secret Scanning Heroku Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-heroku-api-key-resolution-wont-fix,GitHub Secret Scanning Heroku Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-mailchimp-api-key-open,GitHub Secret Scanning Mailchimp Api Key Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-mailchimp-api-key-push-protection-bypassed,GitHub Secret Scanning Mailchimp Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-mailchimp-api-key-resolution-false-positive,GitHub Secret Scanning Mailchimp Api Key Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-mailchimp-api-key-resolution-used-in-tests,GitHub Secret Scanning Mailchimp Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-mailchimp-api-key-resolution-wont-fix,GitHub Secret Scanning Mailchimp Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-npm-token-open,GitHub Secret Scanning Npm Token Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-npm-token-push-protection-bypassed,GitHub Secret Scanning Npm Token Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-npm-token-resolution-false-positive,GitHub Secret Scanning Npm Token Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-npm-token-resolution-used-in-tests,GitHub Secret Scanning Npm Token Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-npm-token-resolution-wont-fix,GitHub Secret Scanning Npm Token Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-openai-api-key-open,GitHub Secret Scanning Openai Api Key Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-openai-api-key-push-protection-bypassed,GitHub Secret Scanning Openai Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-openai-api-key-resolution-false-positive,GitHub Secret Scanning Openai Api Key Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-openai-api-key-resolution-used-in-tests,GitHub Secret Scanning Openai Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-openai-api-key-resolution-wont-fix,GitHub Secret Scanning Openai Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-private-key-open,GitHub Secret Scanning Private Key Alert Open,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-private-key-push-protection-bypassed,GitHub Secret Scanning Private Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-private-key-resolution-false-positive,GitHub Secret Scanning Private Key Resolution False Positive,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-private-key-resolution-used-in-tests,GitHub Secret Scanning Private Key Resolution Used In Tests,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-private-key-resolution-wont-fix,GitHub Secret Scanning Private Key Resolution Wont Fix,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-pypi-upload-token-open,GitHub Secret Scanning Pypi Upload Token Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-pypi-upload-token-push-protection-bypassed,GitHub Secret Scanning Pypi Upload Token Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-pypi-upload-token-resolution-false-positive,GitHub Secret Scanning Pypi Upload Token Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-pypi-upload-token-resolution-used-in-tests,GitHub Secret Scanning Pypi Upload Token Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-pypi-upload-token-resolution-wont-fix,GitHub Secret Scanning Pypi Upload Token Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-sendgrid-api-key-open,GitHub Secret Scanning Sendgrid Api Key Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-sendgrid-api-key-push-protection-bypassed,GitHub Secret Scanning Sendgrid Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-sendgrid-api-key-resolution-false-positive,GitHub Secret Scanning Sendgrid Api Key Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-sendgrid-api-key-resolution-used-in-tests,GitHub Secret Scanning Sendgrid Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-sendgrid-api-key-resolution-wont-fix,GitHub Secret Scanning Sendgrid Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-slack-webhook-url-open,GitHub Secret Scanning Slack Webhook Url Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-slack-webhook-url-push-protection-bypassed,GitHub Secret Scanning Slack Webhook Url Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-slack-webhook-url-resolution-false-positive,GitHub Secret Scanning Slack Webhook Url Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-slack-webhook-url-resolution-used-in-tests,GitHub Secret Scanning Slack Webhook Url Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-slack-webhook-url-resolution-wont-fix,GitHub Secret Scanning Slack Webhook Url Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-ssh-private-key-open,GitHub Secret Scanning Ssh Private Key Alert Open,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-ssh-private-key-push-protection-bypassed,GitHub Secret Scanning Ssh Private Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-ssh-private-key-resolution-false-positive,GitHub Secret Scanning Ssh Private Key Resolution False Positive,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-ssh-private-key-resolution-used-in-tests,GitHub Secret Scanning Ssh Private Key Resolution Used In Tests,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-ssh-private-key-resolution-wont-fix,GitHub Secret Scanning Ssh Private Key Resolution Wont Fix,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-stripe-live-secret-key-open,GitHub Secret Scanning Stripe Live Secret Key Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-stripe-live-secret-key-push-protection-bypassed,GitHub Secret Scanning Stripe Live Secret Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-stripe-live-secret-key-resolution-false-positive,GitHub Secret Scanning Stripe Live Secret Key Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-stripe-live-secret-key-resolution-used-in-tests,GitHub Secret Scanning Stripe Live Secret Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-stripe-live-secret-key-resolution-wont-fix,GitHub Secret Scanning Stripe Live Secret Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-twilio-api-key-open,GitHub Secret Scanning Twilio Api Key Alert Open,policy,policy,event,high,active,candidate,github,catalog,github_secret_scanning_alert,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-twilio-api-key-push-protection-bypassed,GitHub Secret Scanning Twilio Api Key Push Protection Bypassed,policy,policy,event,critical,active,candidate,github,catalog,github_secret_scanning_push_protection,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-twilio-api-key-resolution-false-positive,GitHub Secret Scanning Twilio Api Key Resolution False Positive,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-twilio-api-key-resolution-used-in-tests,GitHub Secret Scanning Twilio Api Key Resolution Used In Tests,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secops-secret-twilio-api-key-resolution-wont-fix,GitHub Secret Scanning Twilio Api Key Resolution Wont Fix,policy,policy,event,medium,active,candidate,github,catalog,github_secret_scanning_resolution,examine; test,7,7,7,0,,6,partial; supported,5,source_backed,
github-secret-push-protection-disabled,Github Secret Push Protection Disabled,policy,policy,event,medium,active,candidate,github,catalog,source_control_governance,examine; test,9,6,6,3,ISO 27001:2022 A.5.15; NIST 800-53 r5 SA-10; NIST 800-53 r5 SR-4,7,partial; supported,6,partial_source_backed,partial_source_backed_control_refs
github-secret-scanning-alert,GitHub Secret Scanning Alert,policy,policy,event,critical,active,candidate,github,catalog,source_control_governance,examine; test,13,2,2,11,CIS Controls v8 12; CIS Controls v8 13; NIST 800-53 r5 IA-5; NIST 800-53 r5 SC-12; NIST 800-53 r5 SC-7; PCI DSS v4.0.1 1.3; PCI DSS v4.0.1 1.4; PCI DSS v4.0.1 3.5; PCI DSS v4.0.1 8.6; SOC 2 C1.1; SOC 2 CC6.6,3,partial; supported,3,partial_source_backed,partial_source_backed_control_refs
github-secret-scanning-alert-created,GitHub Secret Scanning Alert Created,github,github,event,medium,open,test,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,0,0,2,ISO 27001:2022 A.8.9; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-self-hosted-runner-review-needed,GitHub Self-Hosted Runner Needs Review,github,github,event,medium,open,retired,github,yaml:domain:github; yaml:evidence_mode:event,source_control_governance,examine; test,2,0,0,2,ISO 27001:2022 A.8.9; SOC 2 CC6.6,0,,0,control_only,control_refs_not_source_backed; missing_source_coverage_refs
github-vuln-low,GitHub Repo Low Vulnerabilities Addressed,policy,policy,event,low,active,candidate,vulnerability,catalog,source_control_governance,examine; test,2,2,2,0,,4,partial; supported,4,source_backed,
