framework,area_id,area_name,evidence_use,area_control_refs,matched_control_refs,finding_id,finding_name,pack_id,source_id,evaluation_mode,severity,status,maturity,purpose
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,container-image-no-sbom,Container Image No SBOM,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,container-image-not-signed,Container Image Not Signed,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,container-registry-immutable-tags-disabled,Container Registry Immutable Tags Disabled,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,container-registry-public,Container Registry Public,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,container-runtime-default-seccomp-missing,Container Runtime Default Seccomp Missing,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,data-sensitive-asset-risk,Data Sensitive Asset Risk,data,asset,event,high,open,test,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,duo-active-user-mfa-not-enforced,Duo Active User Without Enforced MFA,duo,duo,event,medium,open,test,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,endpoint-jamf-screenlock,Jamf Mobile Devices Without Screen Lock,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,endpoint-screenlock-configured,Endpoint Screen Lock Configured,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,exposed-saas-api-token,Validated exposure of SaaS API token,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-bigquery-dataset-no-default-cmek,GCP Bigquery Dataset No Default Cmek,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-bigquery-table-public,GCP Bigquery Table Public,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-cloudrun-ingress-all,GCP Cloudrun Ingress All,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-cloudrun-service-account-default,GCP Cloudrun Service Account Default,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-compute-metadata-v1,GCP Instance Metadata v1 Enabled,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-gke-binary-authorization-disabled,GCP Gke Binary Authorization Disabled,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-gke-master-authorized-networks-disabled,GCP Gke Master Authorized Networks Disabled,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-gke-metadata-server,GKE Workload Identity (Metadata Server) Enabled,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-gke-secrets-kms-encryption,GKE Secrets Encrypted with Cloud KMS,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-gke-workload-identity-disabled,GCP Gke Workload Identity Disabled,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-kms-key-rotation-period-too-long,GCP KMS Key Rotation Period Too Long,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-logging-sink-missing-security,GCP Logging Sink Missing Security,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-organization-policy-disable-service-account-key-creation,GCP Organization Policy Disable Service Account Key Creation,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-organization-policy-restrict-public-ip-cloudsql,GCP Organization Policy Restrict Public Ip Cloudsql,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-organization-policy-restrict-vm-external-ip,GCP Organization Policy Restrict Vm External Ip,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-organization-policy-uniform-bucket-level-access,GCP Organization Policy Uniform Bucket Level Access,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-project-audit-logs-data-access,GCP Project Audit Logs Data Access,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-project-essential-contacts-security,GCP Project Essential Contacts Security,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-scc-event-threat-detection-enabled,GCP SCC Event Threat Detection Enabled,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-scc-security-health-analytics-enabled,GCP SCC Security Health Analytics Enabled,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-secret-manager-secret-public,GCP Secret Manager Secret Public,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-secret-manager-secret-unreplicated,GCP Secret Manager Secret Unreplicated,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,gcp-vpc-flow-logs-disabled,GCP Vpc Flow Logs Disabled,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-actions-artifact-attestation-missing,Github Actions Artifact Attestation Missing,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-actions-oidc-subject-too-broad,Github Actions Oidc Subject Too Broad,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-branch-requires-linear-history,Github Branch Requires Linear History,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-branch-requires-signed-commits,Github Branch Requires Signed Commits,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-codeowners-missing,Github Codeowners Missing,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-dependabot-security-updates-disabled,Github Dependabot Security Updates Disabled,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-repo-webhook-insecure-ssl,Github Repo Webhook Insecure Ssl,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-ruleset-bypass-unrestricted,Github Ruleset Bypass Unrestricted,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-ruleset-required,Github Ruleset Required,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-actions-read,GitHub App Installation All Repos Actions Read,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-actions-write,GitHub App Installation All Repos Actions Write,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-administration-write,GitHub App Installation All Repos Administration Write,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-checks-read,GitHub App Installation All Repos Checks Read,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-checks-write,GitHub App Installation All Repos Checks Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-contents-read,GitHub App Installation All Repos Contents Read,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-contents-write,GitHub App Installation All Repos Contents Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-deployments-read,GitHub App Installation All Repos Deployments Read,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-deployments-write,GitHub App Installation All Repos Deployments Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-environments-read,GitHub App Installation All Repos Environments Read,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-environments-write,GitHub App Installation All Repos Environments Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-issues-write,GitHub App Installation All Repos Issues Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-members-write,GitHub App Installation All Repos Members Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-organization-administration-write,GitHub App Installation All Repos Organization Administration Write,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-organization-hooks-write,GitHub App Installation All Repos Organization Hooks Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-organization-packages-write,GitHub App Installation All Repos Organization Packages Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-organization-secrets-read,GitHub App Installation All Repos Organization Secrets Read,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-organization-secrets-write,GitHub App Installation All Repos Organization Secrets Write,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-organization-self-hosted-runners-write,GitHub App Installation All Repos Organization Self Hosted Runners Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-packages-write,GitHub App Installation All Repos Packages Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-pull-requests-write,GitHub App Installation All Repos Pull Requests Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-repository-hooks-write,GitHub App Installation All Repos Repository Hooks Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-secret-scanning-alerts-read,GitHub App Installation All Repos Secret Scanning Alerts Read,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-secret-scanning-alerts-write,GitHub App Installation All Repos Secret Scanning Alerts Write,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-secrets-read,GitHub App Installation All Repos Secrets Read,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-secrets-write,GitHub App Installation All Repos Secrets Write,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-security-events-read,GitHub App Installation All Repos Security Events Read,policy,policy,event,high,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-security-events-write,GitHub App Installation All Repos Security Events Write,policy,policy,event,critical,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
SOC 2,access-authorization,Access authorization review,review_group,SOC 2 CC6.1; SOC 2 CC6.2; SOC 2 CC6.3; SOC 2 CC6.6; SOC 2 CC6.7; SOC 2 CC6.8,SOC 2 CC6.1,github-secops-app-installation-all-repos-workflows-read,GitHub App Installation All Repos Workflows Read,policy,policy,event,medium,active,candidate,"Review whether identity, authorization, access change, and privileged access findings tell one control story for the audit period."
