framework,control_id,control_ref,control_family,coverage_status,coverage_lane,gap_type,direct_finding_count,source_backed_finding_count,source_matched_finding_count,source_capability_count,review_context_count,next_action
nis2,ARTICLE21(2)(J),nis2 ARTICLE21(2)(J),NIS2 RM Cybersecurity Risk-Management Measures,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,ARTICLE23,nis2 ARTICLE23,NIS2 REPORT Reporting Obligations,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,CIR-2024-2690-10.2,nis2 CIR-2024-2690-10.2,NIS2 CIR-2024-2690 Technical and Methodological Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,CIR-2024-2690-11,nis2 CIR-2024-2690-11,NIS2 CIR-2024-2690 Technical and Methodological Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,CIR-2024-2690-12,nis2 CIR-2024-2690-12,NIS2 CIR-2024-2690 Technical and Methodological Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,CIR-2024-2690-3,nis2 CIR-2024-2690-3,NIS2 CIR-2024-2690 Technical and Methodological Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,CIR-2024-2690-4,nis2 CIR-2024-2690-4,NIS2 CIR-2024-2690 Technical and Methodological Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,CIR-2024-2690-5,nis2 CIR-2024-2690-5,NIS2 CIR-2024-2690 Technical and Methodological Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,CIR-2024-2690-6.4,nis2 CIR-2024-2690-6.4,NIS2 CIR-2024-2690 Technical and Methodological Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,CIR-2024-2690-6.6,nis2 CIR-2024-2690-6.6,NIS2 CIR-2024-2690 Technical and Methodological Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,CIR-2024-2690-6.7,nis2 CIR-2024-2690-6.7,NIS2 CIR-2024-2690 Technical and Methodological Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nis2,CIR-2024-2690-8.2,nis2 CIR-2024-2690-8.2,NIS2 CIR-2024-2690 Technical and Methodological Requirements,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-1,nist80053r5 AC-1,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-11,nist80053r5 AC-11,NIST 800-53 r5 AC Access Control,direct_control_only,direct,missing_source_backing,2,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,AC-12,nist80053r5 AC-12,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-14,nist80053r5 AC-14,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-17,nist80053r5 AC-17,NIST 800-53 r5 AC Access Control,direct_control_only,direct,missing_source_backing,3,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,AC-18,nist80053r5 AC-18,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-19,nist80053r5 AC-19,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-2,nist80053r5 AC-2,NIST 800-53 r5 AC Access Control,direct_source_backed,direct,none,290,23,23,0,0,Maintain evidence collection and sampling.
nist80053r5,AC-20,nist80053r5 AC-20,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-21,nist80053r5 AC-21,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-22,nist80053r5 AC-22,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-23,nist80053r5 AC-23,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-24,nist80053r5 AC-24,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-25,nist80053r5 AC-25,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-3,nist80053r5 AC-3,NIST 800-53 r5 AC Access Control,direct_source_backed,direct,none,308,168,168,0,0,Maintain evidence collection and sampling.
nist80053r5,AC-4,nist80053r5 AC-4,NIST 800-53 r5 AC Access Control,direct_control_only,direct,missing_source_backing,40,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,AC-5,nist80053r5 AC-5,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-6,nist80053r5 AC-6,NIST 800-53 r5 AC Access Control,direct_source_backed,direct,none,238,23,23,0,0,Maintain evidence collection and sampling.
nist80053r5,AC-7,nist80053r5 AC-7,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AC-8,nist80053r5 AC-8,NIST 800-53 r5 AC Access Control,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AT-1,nist80053r5 AT-1,NIST 800-53 r5 AT Awareness and Training,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AT-2,nist80053r5 AT-2,NIST 800-53 r5 AT Awareness and Training,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,AT-3,nist80053r5 AT-3,NIST 800-53 r5 AT Awareness and Training,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AT-4,nist80053r5 AT-4,NIST 800-53 r5 AT Awareness and Training,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AT-5,nist80053r5 AT-5,NIST 800-53 r5 AT Awareness and Training,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AT-6,nist80053r5 AT-6,NIST 800-53 r5 AT Awareness and Training,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-1,nist80053r5 AU-1,NIST 800-53 r5 AU Audit and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-10,nist80053r5 AU-10,NIST 800-53 r5 AU Audit and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-11,nist80053r5 AU-11,NIST 800-53 r5 AU Audit and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-12,nist80053r5 AU-12,NIST 800-53 r5 AU Audit and Accountability,direct_control_only,direct,missing_source_backing,31,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,AU-13,nist80053r5 AU-13,NIST 800-53 r5 AU Audit and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-14,nist80053r5 AU-14,NIST 800-53 r5 AU Audit and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-16,nist80053r5 AU-16,NIST 800-53 r5 AU Audit and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-2,nist80053r5 AU-2,NIST 800-53 r5 AU Audit and Accountability,direct_source_backed,direct,none,171,136,136,0,0,Maintain evidence collection and sampling.
nist80053r5,AU-3,nist80053r5 AU-3,NIST 800-53 r5 AU Audit and Accountability,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,AU-4,nist80053r5 AU-4,NIST 800-53 r5 AU Audit and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-5,nist80053r5 AU-5,NIST 800-53 r5 AU Audit and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-6,nist80053r5 AU-6,NIST 800-53 r5 AU Audit and Accountability,direct_source_backed,direct,none,137,129,129,0,0,Maintain evidence collection and sampling.
nist80053r5,AU-7,nist80053r5 AU-7,NIST 800-53 r5 AU Audit and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-8,nist80053r5 AU-8,NIST 800-53 r5 AU Audit and Accountability,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,AU-9,nist80053r5 AU-9,NIST 800-53 r5 AU Audit and Accountability,direct_control_only,direct,missing_source_backing,2,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,CA-1,nist80053r5 CA-1,"NIST 800-53 r5 CA Assessment, Authorization, and Monitoring",framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CA-2,nist80053r5 CA-2,"NIST 800-53 r5 CA Assessment, Authorization, and Monitoring",framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CA-3,nist80053r5 CA-3,"NIST 800-53 r5 CA Assessment, Authorization, and Monitoring",framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CA-5,nist80053r5 CA-5,"NIST 800-53 r5 CA Assessment, Authorization, and Monitoring",framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CA-6,nist80053r5 CA-6,"NIST 800-53 r5 CA Assessment, Authorization, and Monitoring",framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CA-7,nist80053r5 CA-7,"NIST 800-53 r5 CA Assessment, Authorization, and Monitoring",direct_control_only,direct,missing_source_backing,2,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,CA-8,nist80053r5 CA-8,"NIST 800-53 r5 CA Assessment, Authorization, and Monitoring",framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CA-9,nist80053r5 CA-9,"NIST 800-53 r5 CA Assessment, Authorization, and Monitoring",framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CM-1,nist80053r5 CM-1,NIST 800-53 r5 CM Configuration Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CM-10,nist80053r5 CM-10,NIST 800-53 r5 CM Configuration Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CM-11,nist80053r5 CM-11,NIST 800-53 r5 CM Configuration Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CM-12,nist80053r5 CM-12,NIST 800-53 r5 CM Configuration Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CM-13,nist80053r5 CM-13,NIST 800-53 r5 CM Configuration Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CM-14,nist80053r5 CM-14,NIST 800-53 r5 CM Configuration Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CM-2,nist80053r5 CM-2,NIST 800-53 r5 CM Configuration Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CM-3,nist80053r5 CM-3,NIST 800-53 r5 CM Configuration Management,direct_source_backed,direct,none,4,3,3,0,0,Maintain evidence collection and sampling.
nist80053r5,CM-4,nist80053r5 CM-4,NIST 800-53 r5 CM Configuration Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CM-5,nist80053r5 CM-5,NIST 800-53 r5 CM Configuration Management,direct_control_only,direct,missing_source_backing,29,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,CM-6,nist80053r5 CM-6,NIST 800-53 r5 CM Configuration Management,direct_source_backed,direct,none,123,68,68,0,0,Maintain evidence collection and sampling.
nist80053r5,CM-7,nist80053r5 CM-7,NIST 800-53 r5 CM Configuration Management,direct_control_only,direct,missing_source_backing,12,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,CM-8,nist80053r5 CM-8,NIST 800-53 r5 CM Configuration Management,direct_source_backed,direct,none,9,2,2,0,0,Maintain evidence collection and sampling.
nist80053r5,CM-9,nist80053r5 CM-9,NIST 800-53 r5 CM Configuration Management,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CP-1,nist80053r5 CP-1,NIST 800-53 r5 CP Contingency Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CP-10,nist80053r5 CP-10,NIST 800-53 r5 CP Contingency Planning,direct_control_only,direct,missing_source_backing,16,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,CP-11,nist80053r5 CP-11,NIST 800-53 r5 CP Contingency Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CP-12,nist80053r5 CP-12,NIST 800-53 r5 CP Contingency Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CP-13,nist80053r5 CP-13,NIST 800-53 r5 CP Contingency Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CP-2,nist80053r5 CP-2,NIST 800-53 r5 CP Contingency Planning,direct_control_only,direct,missing_source_backing,21,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,CP-3,nist80053r5 CP-3,NIST 800-53 r5 CP Contingency Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CP-4,nist80053r5 CP-4,NIST 800-53 r5 CP Contingency Planning,direct_control_only,direct,missing_source_backing,21,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,CP-6,nist80053r5 CP-6,NIST 800-53 r5 CP Contingency Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CP-7,nist80053r5 CP-7,NIST 800-53 r5 CP Contingency Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CP-8,nist80053r5 CP-8,NIST 800-53 r5 CP Contingency Planning,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,CP-9,nist80053r5 CP-9,NIST 800-53 r5 CP Contingency Planning,direct_control_only,direct,missing_source_backing,17,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,IA-1,nist80053r5 IA-1,NIST 800-53 r5 IA Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IA-10,nist80053r5 IA-10,NIST 800-53 r5 IA Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IA-11,nist80053r5 IA-11,NIST 800-53 r5 IA Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IA-12,nist80053r5 IA-12,NIST 800-53 r5 IA Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IA-2,nist80053r5 IA-2,NIST 800-53 r5 IA Identification and Authentication,direct_control_only,direct,missing_source_backing,107,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,IA-3,nist80053r5 IA-3,NIST 800-53 r5 IA Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IA-4,nist80053r5 IA-4,NIST 800-53 r5 IA Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IA-5,nist80053r5 IA-5,NIST 800-53 r5 IA Identification and Authentication,direct_source_backed,direct,none,118,14,14,0,0,Maintain evidence collection and sampling.
nist80053r5,IA-6,nist80053r5 IA-6,NIST 800-53 r5 IA Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IA-7,nist80053r5 IA-7,NIST 800-53 r5 IA Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IA-8,nist80053r5 IA-8,NIST 800-53 r5 IA Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IA-9,nist80053r5 IA-9,NIST 800-53 r5 IA Identification and Authentication,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IR-1,nist80053r5 IR-1,NIST 800-53 r5 IR Incident Response,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,IR-2,nist80053r5 IR-2,NIST 800-53 r5 IR Incident Response,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IR-3,nist80053r5 IR-3,NIST 800-53 r5 IR Incident Response,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IR-4,nist80053r5 IR-4,NIST 800-53 r5 IR Incident Response,direct_source_backed,direct,none,23,4,4,0,0,Maintain evidence collection and sampling.
nist80053r5,IR-5,nist80053r5 IR-5,NIST 800-53 r5 IR Incident Response,direct_control_only,direct,missing_source_backing,8,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,IR-6,nist80053r5 IR-6,NIST 800-53 r5 IR Incident Response,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IR-7,nist80053r5 IR-7,NIST 800-53 r5 IR Incident Response,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,IR-8,nist80053r5 IR-8,NIST 800-53 r5 IR Incident Response,direct_control_only,direct,missing_source_backing,8,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,IR-9,nist80053r5 IR-9,NIST 800-53 r5 IR Incident Response,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MA-1,nist80053r5 MA-1,NIST 800-53 r5 MA Maintenance,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MA-2,nist80053r5 MA-2,NIST 800-53 r5 MA Maintenance,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MA-3,nist80053r5 MA-3,NIST 800-53 r5 MA Maintenance,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MA-4,nist80053r5 MA-4,NIST 800-53 r5 MA Maintenance,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MA-5,nist80053r5 MA-5,NIST 800-53 r5 MA Maintenance,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MA-6,nist80053r5 MA-6,NIST 800-53 r5 MA Maintenance,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MP-1,nist80053r5 MP-1,NIST 800-53 r5 MP Media Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MP-2,nist80053r5 MP-2,NIST 800-53 r5 MP Media Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MP-3,nist80053r5 MP-3,NIST 800-53 r5 MP Media Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MP-4,nist80053r5 MP-4,NIST 800-53 r5 MP Media Protection,direct_control_only,direct,missing_source_backing,1,0,0,0,0,Add source capability or evidence requirements for mapped findings.
nist80053r5,MP-5,nist80053r5 MP-5,NIST 800-53 r5 MP Media Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MP-6,nist80053r5 MP-6,NIST 800-53 r5 MP Media Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MP-7,nist80053r5 MP-7,NIST 800-53 r5 MP Media Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,MP-8,nist80053r5 MP-8,NIST 800-53 r5 MP Media Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-1,nist80053r5 PE-1,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-10,nist80053r5 PE-10,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-11,nist80053r5 PE-11,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-12,nist80053r5 PE-12,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-13,nist80053r5 PE-13,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-14,nist80053r5 PE-14,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-15,nist80053r5 PE-15,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-16,nist80053r5 PE-16,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
nist80053r5,PE-17,nist80053r5 PE-17,NIST 800-53 r5 PE Physical and Environmental Protection,framework_catalog_only,none,no_mapping_or_evidence,0,0,0,0,0,"Decide whether this control is in scope, then add findings, evidence, or an exclusion."
