framework,control_id,control_ref,control_family,coverage_status,gap_type,candidate_priority,candidate_type,claim_status,suggested_finding_domain,suggested_evidence_type,claim_rule_ids,claim_strengths,sufficiency_rules,coverage_claims,requirement_profiles,requirement_sources,source_capability_refs,review_context_refs,overclaim_guards,adjacent_control_rationales,next_action,framework_version,framework_lifecycle,framework_authority,framework_source_type,framework_source_status,framework_source_url,framework_evidence_model
NIST 800-53 r5,PM-23,NIST 800-53 r5 PM-23,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-24,NIST 800-53 r5 PM-24,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-25,NIST 800-53 r5 PM-25,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-26,NIST 800-53 r5 PM-26,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-27,NIST 800-53 r5 PM-27,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-28,NIST 800-53 r5 PM-28,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-29,NIST 800-53 r5 PM-29,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-3,NIST 800-53 r5 PM-3,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-30,NIST 800-53 r5 PM-30,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-31,NIST 800-53 r5 PM-31,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-32,NIST 800-53 r5 PM-32,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-4,NIST 800-53 r5 PM-4,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-5,NIST 800-53 r5 PM-5,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-6,NIST 800-53 r5 PM-6,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-7,NIST 800-53 r5 PM-7,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-8,NIST 800-53 r5 PM-8,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PM-9,NIST 800-53 r5 PM-9,NIST 800-53 r5 PM Program Management,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PS-1,NIST 800-53 r5 PS-1,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PS-2,NIST 800-53 r5 PS-2,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PS-3,NIST 800-53 r5 PS-3,NIST 800-53 r5 PS Personnel Security,direct_control_only,missing_source_backing,high,source_backing_candidate,source_backing_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,Add source coverage or evidence requirements that support the mapped finding-control edge.,Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PS-5,NIST 800-53 r5 PS-5,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PS-6,NIST 800-53 r5 PS-6,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PS-7,NIST 800-53 r5 PS-7,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PS-8,NIST 800-53 r5 PS-8,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PS-9,NIST 800-53 r5 PS-9,NIST 800-53 r5 PS Personnel Security,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PT-1,NIST 800-53 r5 PT-1,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PT-2,NIST 800-53 r5 PT-2,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PT-3,NIST 800-53 r5 PT-3,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PT-4,NIST 800-53 r5 PT-4,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PT-5,NIST 800-53 r5 PT-5,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PT-6,NIST 800-53 r5 PT-6,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PT-7,NIST 800-53 r5 PT-7,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,PT-8,NIST 800-53 r5 PT-8,NIST 800-53 r5 PT PII Processing and Transparency,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,compliance_review,control_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,baseline-control-review,control_owner_review,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
NIST 800-53 r5,RA-1,NIST 800-53 r5 RA-1,NIST 800-53 r5 RA Risk Assessment,framework_catalog_only,no_mapping_or_evidence,low,scope_or_exclusion_candidate,scope_decision_required,governance_risk,governance_review,nist-assessment-objective-evidence,assessment_objective_backed,examine_interview_test_objectives,supports_assessment_objective,governance-risk,grc_policy_repository; risk_register,,,"Do not treat a crosswalk, family match, or inherited control as tested implementation without artifact, interview, test, parameter, or inheritance evidence.",Use the exact control or enhancement that matches the assessment objective; related controls only guide sampling and inheritance review.,"Decide in-scope status, then add a finding, source capability, or documented exclusion.",Rev. 5 Update 1,current,NIST,security_privacy_control_catalog,official_publication,https://csrc.nist.gov/pubs/sp/800/53/r5/upd1/final,"Control implementation statements, assessment objectives, examined artifacts, interviews, tests, and inherite..."
