tag,tag_kind,tag_source,rule_id,name,domain,severity,evidence_mode,path
generated,routing,metadata,github-secops-secret-private-key-resolution-wont-fix,GitHub Secret Scanning Private Key Resolution Wont Fix,github,high,cel,policies/github/github-secops-secret-private-key-resolution-wont-fix.yaml
generated,routing,metadata,github-secops-secret-pypi-upload-token-open,GitHub Secret Scanning Pypi Upload Token Alert Open,github,high,cel,policies/github/github-secops-secret-pypi-upload-token-open.yaml
generated,routing,metadata,github-secops-secret-pypi-upload-token-push-protection-bypassed,GitHub Secret Scanning Pypi Upload Token Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-pypi-upload-token-push-protection-bypassed.yaml
generated,routing,metadata,github-secops-secret-pypi-upload-token-resolution-false-positive,GitHub Secret Scanning Pypi Upload Token Resolution False Positive,github,medium,cel,policies/github/github-secops-secret-pypi-upload-token-resolution-false-positive.yaml
generated,routing,metadata,github-secops-secret-pypi-upload-token-resolution-used-in-tests,GitHub Secret Scanning Pypi Upload Token Resolution Used In Tests,github,medium,cel,policies/github/github-secops-secret-pypi-upload-token-resolution-used-in-tests.yaml
generated,routing,metadata,github-secops-secret-pypi-upload-token-resolution-wont-fix,GitHub Secret Scanning Pypi Upload Token Resolution Wont Fix,github,medium,cel,policies/github/github-secops-secret-pypi-upload-token-resolution-wont-fix.yaml
generated,routing,metadata,github-secops-secret-sendgrid-api-key-open,GitHub Secret Scanning Sendgrid Api Key Alert Open,github,high,cel,policies/github/github-secops-secret-sendgrid-api-key-open.yaml
generated,routing,metadata,github-secops-secret-sendgrid-api-key-push-protection-bypassed,GitHub Secret Scanning Sendgrid Api Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-sendgrid-api-key-push-protection-bypassed.yaml
generated,routing,metadata,github-secops-secret-sendgrid-api-key-resolution-false-positive,GitHub Secret Scanning Sendgrid Api Key Resolution False Positive,github,medium,cel,policies/github/github-secops-secret-sendgrid-api-key-resolution-false-positive.yaml
generated,routing,metadata,github-secops-secret-sendgrid-api-key-resolution-used-in-tests,GitHub Secret Scanning Sendgrid Api Key Resolution Used In Tests,github,medium,cel,policies/github/github-secops-secret-sendgrid-api-key-resolution-used-in-tests.yaml
generated,routing,metadata,github-secops-secret-sendgrid-api-key-resolution-wont-fix,GitHub Secret Scanning Sendgrid Api Key Resolution Wont Fix,github,medium,cel,policies/github/github-secops-secret-sendgrid-api-key-resolution-wont-fix.yaml
generated,routing,metadata,github-secops-secret-slack-webhook-url-open,GitHub Secret Scanning Slack Webhook Url Alert Open,github,high,cel,policies/github/github-secops-secret-slack-webhook-url-open.yaml
generated,routing,metadata,github-secops-secret-slack-webhook-url-push-protection-bypassed,GitHub Secret Scanning Slack Webhook Url Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-slack-webhook-url-push-protection-bypassed.yaml
generated,routing,metadata,github-secops-secret-slack-webhook-url-resolution-false-positive,GitHub Secret Scanning Slack Webhook Url Resolution False Positive,github,medium,cel,policies/github/github-secops-secret-slack-webhook-url-resolution-false-positive.yaml
generated,routing,metadata,github-secops-secret-slack-webhook-url-resolution-used-in-tests,GitHub Secret Scanning Slack Webhook Url Resolution Used In Tests,github,medium,cel,policies/github/github-secops-secret-slack-webhook-url-resolution-used-in-tests.yaml
generated,routing,metadata,github-secops-secret-slack-webhook-url-resolution-wont-fix,GitHub Secret Scanning Slack Webhook Url Resolution Wont Fix,github,medium,cel,policies/github/github-secops-secret-slack-webhook-url-resolution-wont-fix.yaml
generated,routing,metadata,github-secops-secret-ssh-private-key-open,GitHub Secret Scanning Ssh Private Key Alert Open,github,critical,cel,policies/github/github-secops-secret-ssh-private-key-open.yaml
generated,routing,metadata,github-secops-secret-ssh-private-key-push-protection-bypassed,GitHub Secret Scanning Ssh Private Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-ssh-private-key-push-protection-bypassed.yaml
generated,routing,metadata,github-secops-secret-ssh-private-key-resolution-false-positive,GitHub Secret Scanning Ssh Private Key Resolution False Positive,github,high,cel,policies/github/github-secops-secret-ssh-private-key-resolution-false-positive.yaml
generated,routing,metadata,github-secops-secret-ssh-private-key-resolution-used-in-tests,GitHub Secret Scanning Ssh Private Key Resolution Used In Tests,github,high,cel,policies/github/github-secops-secret-ssh-private-key-resolution-used-in-tests.yaml
generated,routing,metadata,github-secops-secret-ssh-private-key-resolution-wont-fix,GitHub Secret Scanning Ssh Private Key Resolution Wont Fix,github,high,cel,policies/github/github-secops-secret-ssh-private-key-resolution-wont-fix.yaml
generated,routing,metadata,github-secops-secret-stripe-live-secret-key-open,GitHub Secret Scanning Stripe Live Secret Key Alert Open,github,high,cel,policies/github/github-secops-secret-stripe-live-secret-key-open.yaml
generated,routing,metadata,github-secops-secret-stripe-live-secret-key-push-protection-bypassed,GitHub Secret Scanning Stripe Live Secret Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-stripe-live-secret-key-push-protection-bypassed.yaml
generated,routing,metadata,github-secops-secret-stripe-live-secret-key-resolution-false-positive,GitHub Secret Scanning Stripe Live Secret Key Resolution False Positive,github,medium,cel,policies/github/github-secops-secret-stripe-live-secret-key-resolution-false-positive.yaml
generated,routing,metadata,github-secops-secret-stripe-live-secret-key-resolution-used-in-tests,GitHub Secret Scanning Stripe Live Secret Key Resolution Used In Tests,github,medium,cel,policies/github/github-secops-secret-stripe-live-secret-key-resolution-used-in-tests.yaml
generated,routing,metadata,github-secops-secret-stripe-live-secret-key-resolution-wont-fix,GitHub Secret Scanning Stripe Live Secret Key Resolution Wont Fix,github,medium,cel,policies/github/github-secops-secret-stripe-live-secret-key-resolution-wont-fix.yaml
generated,routing,metadata,github-secops-secret-twilio-api-key-open,GitHub Secret Scanning Twilio Api Key Alert Open,github,high,cel,policies/github/github-secops-secret-twilio-api-key-open.yaml
generated,routing,metadata,github-secops-secret-twilio-api-key-push-protection-bypassed,GitHub Secret Scanning Twilio Api Key Push Protection Bypassed,github,critical,cel,policies/github/github-secops-secret-twilio-api-key-push-protection-bypassed.yaml
generated,routing,metadata,github-secops-secret-twilio-api-key-resolution-false-positive,GitHub Secret Scanning Twilio Api Key Resolution False Positive,github,medium,cel,policies/github/github-secops-secret-twilio-api-key-resolution-false-positive.yaml
generated,routing,metadata,github-secops-secret-twilio-api-key-resolution-used-in-tests,GitHub Secret Scanning Twilio Api Key Resolution Used In Tests,github,medium,cel,policies/github/github-secops-secret-twilio-api-key-resolution-used-in-tests.yaml
generated,routing,metadata,github-secops-secret-twilio-api-key-resolution-wont-fix,GitHub Secret Scanning Twilio Api Key Resolution Wont Fix,github,medium,cel,policies/github/github-secops-secret-twilio-api-key-resolution-wont-fix.yaml
generated,routing,metadata,github-secret-push-protection-disabled,Github Secret Push Protection Disabled,github,medium,cel,policies/github/github-secret-push-protection-disabled.yaml
generated,routing,metadata,identity-break-glass-account-review,Identity Break Glass Account Review,identity,medium,cel,policies/identity/identity-break-glass-account-review.yaml
generated,routing,metadata,identity-conditional-access-high-risk-signin,Identity Conditional Access High Risk Signin,identity,medium,cel,policies/identity/identity-conditional-access-high-risk-signin.yaml
generated,routing,metadata,identity-idp-risky-user-unresolved,Identity Idp Risky User Unresolved,identity,medium,cel,policies/identity/identity-idp-risky-user-unresolved.yaml
generated,routing,metadata,identity-passkey-enrollment-admins,Identity Passkey Enrollment Admins,identity,high,cel,policies/identity/identity-passkey-enrollment-admins.yaml
generated,routing,metadata,identity-phishing-resistant-mfa-admins,Identity Phishing Resistant MFA Admins,identity,high,cel,policies/identity/identity-phishing-resistant-mfa-admins.yaml
generated,routing,metadata,identity-privileged-access-review-overdue,Identity Privileged Access Review Overdue,identity,high,cel,policies/identity/identity-privileged-access-review-overdue.yaml
generated,routing,metadata,identity-scim-deprovisioning-disabled,Identity Scim Deprovisioning Disabled,identity,medium,cel,policies/identity/identity-scim-deprovisioning-disabled.yaml
generated,routing,metadata,identity-service-account-owner-missing,Identity Service Account Owner Missing,identity,medium,cel,policies/identity/identity-service-account-owner-missing.yaml
generated,routing,metadata,identity-session-lifetime-too-long-admin,Identity Session Lifetime Too Long Admin,identity,high,cel,policies/identity/identity-session-lifetime-too-long-admin.yaml
generated,routing,metadata,identity-sso-required-for-saas-admins,Identity Sso Required For Saas Admins,identity,high,cel,policies/identity/identity-sso-required-for-saas-admins.yaml
generated,routing,metadata,k8s-admission-controller-policy-missing,Kubernetes Admission Controller Policy Missing,kubernetes,medium,cel,policies/kubernetes/k8s-admission-controller-policy-missing.yaml
generated,routing,metadata,k8s-audit-logging-disabled,Kubernetes Audit Logging Disabled,kubernetes,medium,cel,policies/kubernetes/k8s-audit-logging-disabled.yaml
generated,routing,metadata,k8s-etcd-encryption-disabled,Kubernetes Etcd Encryption Disabled,kubernetes,medium,cel,policies/kubernetes/k8s-etcd-encryption-disabled.yaml
generated,routing,metadata,k8s-image-pull-policy-always-missing-for-latest,Kubernetes Image Pull Policy Always Missing For Latest,kubernetes,medium,cel,policies/kubernetes/k8s-image-pull-policy-always-missing-for-latest.yaml
generated,routing,metadata,k8s-ingress-tls-missing,Kubernetes Ingress TLS Missing,kubernetes,medium,cel,policies/kubernetes/k8s-ingress-tls-missing.yaml
generated,routing,metadata,k8s-mutating-webhook-failure-policy-ignore,Kubernetes Mutating Webhook Failure Policy Ignore,kubernetes,medium,cel,policies/kubernetes/k8s-mutating-webhook-failure-policy-ignore.yaml
generated,routing,metadata,k8s-namespace-pss-audit-missing,Kubernetes Namespace Pss Audit Missing,kubernetes,medium,cel,policies/kubernetes/k8s-namespace-pss-audit-missing.yaml
generated,routing,metadata,k8s-namespace-pss-enforce-not-restricted,Kubernetes Namespace Pss Enforce Not Restricted,kubernetes,medium,cel,policies/kubernetes/k8s-namespace-pss-enforce-not-restricted.yaml
generated,routing,metadata,k8s-namespace-pss-warn-missing,Kubernetes Namespace Pss Warn Missing,kubernetes,medium,cel,policies/kubernetes/k8s-namespace-pss-warn-missing.yaml
generated,routing,metadata,k8s-network-policy-egress-default-deny-missing,Kubernetes Network Policy Egress Default Deny Missing,kubernetes,medium,cel,policies/kubernetes/k8s-network-policy-egress-default-deny-missing.yaml
generated,routing,metadata,k8s-pod-apparmor-unconfined,Kubernetes Pod Apparmor Unconfined,kubernetes,medium,cel,policies/kubernetes/k8s-pod-apparmor-unconfined.yaml
generated,routing,metadata,k8s-pod-automount-service-account-token,Kubernetes Pod Automount Service Account Token,kubernetes,medium,cel,policies/kubernetes/k8s-pod-automount-service-account-token.yaml
generated,routing,metadata,k8s-pod-capability-net-raw,Kubernetes Pod Capability Net Raw,kubernetes,medium,cel,policies/kubernetes/k8s-pod-capability-net-raw.yaml
generated,routing,metadata,k8s-pod-hostpath-sensitive-path,Kubernetes Pod Hostpath Sensitive Path,kubernetes,medium,cel,policies/kubernetes/k8s-pod-hostpath-sensitive-path.yaml
generated,routing,metadata,k8s-pod-proc-mount-unmasked,Kubernetes Pod Proc Mount Unmasked,kubernetes,medium,cel,policies/kubernetes/k8s-pod-proc-mount-unmasked.yaml
generated,routing,metadata,k8s-pod-sysctls-unsafe,Kubernetes Pod Sysctls Unsafe,kubernetes,medium,cel,policies/kubernetes/k8s-pod-sysctls-unsafe.yaml
generated,routing,metadata,k8s-secret-not-externalized,Kubernetes Secret Not Externalized,kubernetes,medium,cel,policies/kubernetes/k8s-secret-not-externalized.yaml
generated,routing,metadata,k8s-service-account-cluster-admin,Kubernetes Service Account Cluster Admin,kubernetes,high,cel,policies/kubernetes/k8s-service-account-cluster-admin.yaml
generated,routing,metadata,k8s-validating-webhook-failure-policy-ignore,Kubernetes Validating Webhook Failure Policy Ignore,kubernetes,medium,cel,policies/kubernetes/k8s-validating-webhook-failure-policy-ignore.yaml
generated,routing,metadata,k8s-workload-uses-default-service-account,Kubernetes Workload Uses Default Service Account,kubernetes,medium,cel,policies/kubernetes/k8s-workload-uses-default-service-account.yaml
generated,routing,metadata,m365-admin-consent-workflow-disabled,M365 Admin Consent Workflow Disabled,m365,high,cel,policies/m365/m365-admin-consent-workflow-disabled.yaml
generated,routing,metadata,m365-external-forwarding-enabled,M365 External Forwarding Enabled,m365,medium,cel,policies/m365/m365-external-forwarding-enabled.yaml
generated,routing,metadata,m365-mailbox-audit-disabled,M365 Mailbox Audit Disabled,m365,medium,cel,policies/m365/m365-mailbox-audit-disabled.yaml
generated,routing,metadata,m365-purview-audit-standard-missing,M365 Purview Audit Standard Missing,m365,medium,cel,policies/m365/m365-purview-audit-standard-missing.yaml
generated,routing,metadata,m365-safe-attachments-disabled,M365 Safe Attachments Disabled,m365,medium,cel,policies/m365/m365-safe-attachments-disabled.yaml
generated,routing,metadata,m365-safe-links-disabled,M365 Safe Links Disabled,m365,medium,cel,policies/m365/m365-safe-links-disabled.yaml
generated,routing,metadata,m365-sharepoint-external-sharing-anyone,M365 Sharepoint External Sharing Anyone,m365,medium,cel,policies/m365/m365-sharepoint-external-sharing-anyone.yaml
generated,routing,metadata,m365-tenant-legacy-auth-enabled,M365 Tenant Legacy Auth Enabled,m365,medium,cel,policies/m365/m365-tenant-legacy-auth-enabled.yaml
generated,routing,metadata,runtime-c2-connection-critical-asset,Runtime C2 Connection Critical Asset,runtime,critical,cel,policies/runtime/runtime-c2-connection-critical-asset.yaml
generated,routing,metadata,runtime-cloudtrail-disabled-event,Runtime Cloudtrail Disabled Event,runtime,high,cel,policies/runtime/runtime-cloudtrail-disabled-event.yaml
generated,routing,metadata,runtime-dns-newly-registered-domain,Runtime Dns Newly Registered Domain,runtime,medium,cel,policies/runtime/runtime-dns-newly-registered-domain.yaml
generated,routing,metadata,runtime-edr-disabled-after-alert,Runtime EDR Disabled After Alert,runtime,high,cel,policies/runtime/runtime-edr-disabled-after-alert.yaml
generated,routing,metadata,runtime-guardduty-finding-high-open,Runtime Guardduty Finding High Open,runtime,high,cel,policies/runtime/runtime-guardduty-finding-high-open.yaml
generated,routing,metadata,runtime-identity-provider-risky-session,Runtime Identity Provider Risky Session,runtime,medium,cel,policies/runtime/runtime-identity-provider-risky-session.yaml
generated,routing,metadata,runtime-impossible-travel-admin,Runtime Impossible Travel Admin,runtime,high,cel,policies/runtime/runtime-impossible-travel-admin.yaml
generated,routing,metadata,runtime-k8s-exec-privileged-pod,Runtime Kubernetes Exec Privileged Pod,runtime,high,cel,policies/runtime/runtime-k8s-exec-privileged-pod.yaml
generated,routing,metadata,runtime-k8s-serviceaccount-token-access,Runtime Kubernetes Serviceaccount Token Access,runtime,medium,cel,policies/runtime/runtime-k8s-serviceaccount-token-access.yaml
generated,routing,metadata,runtime-malware-not-contained,Runtime Malware Not Contained,runtime,critical,cel,policies/runtime/runtime-malware-not-contained.yaml
generated,routing,metadata,salesforce-admin-mfa-missing,Salesforce Admin MFA Missing,salesforce,high,cel,policies/salesforce/salesforce-admin-mfa-missing.yaml
generated,routing,metadata,salesforce-connected-app-unreviewed,Salesforce Connected App Unreviewed,salesforce,medium,cel,policies/salesforce/salesforce-connected-app-unreviewed.yaml
generated,routing,metadata,salesforce-export-report-public-link,Salesforce Export Report Public Link,salesforce,high,cel,policies/salesforce/salesforce-export-report-public-link.yaml
generated,routing,metadata,salesforce-profile-modify-all-data,Salesforce Profile Modify All Data,salesforce,high,cel,policies/salesforce/salesforce-profile-modify-all-data.yaml
generated,routing,metadata,salesforce-user-never-logged-in-90d,Salesforce User Never Logged In 90d,salesforce,medium,cel,policies/salesforce/salesforce-user-never-logged-in-90d.yaml
generated,routing,metadata,slack-admin-without-sso,Slack Admin Without Sso,slack,high,cel,policies/slack/slack-admin-without-sso.yaml
generated,routing,metadata,slack-app-bot-token-unreviewed,Slack App Bot Token Unreviewed,slack,medium,cel,policies/slack/slack-app-bot-token-unreviewed.yaml
generated,routing,metadata,slack-external-shared-channel-unreviewed,Slack External Shared Channel Unreviewed,slack,medium,cel,policies/slack/slack-external-shared-channel-unreviewed.yaml
generated,routing,metadata,slack-guest-user-no-expiry,Slack Guest User No Expiry,slack,medium,cel,policies/slack/slack-guest-user-no-expiry.yaml
generated,routing,metadata,vuln-container-critical-runtime,Vuln Container Critical Runtime,vulnerability,critical,cel,policies/vulnerability/vuln-container-critical-runtime.yaml
generated,routing,metadata,vuln-critical-exception-expired,Vuln Critical Exception Expired,vulnerability,critical,cel,policies/vulnerability/vuln-critical-exception-expired.yaml
generated,routing,metadata,vuln-critical-internet-exposed,Vuln Critical Internet Exposed,vulnerability,critical,cel,policies/vulnerability/vuln-critical-internet-exposed.yaml
generated,routing,metadata,vuln-critical-no-owner,Vuln Critical No Owner,vulnerability,critical,cel,policies/vulnerability/vuln-critical-no-owner.yaml
generated,routing,metadata,vuln-critical-privileged-asset,Vuln Critical Privileged Asset,vulnerability,critical,cel,policies/vulnerability/vuln-critical-privileged-asset.yaml
generated,routing,metadata,vuln-epss-high-public-facing,Vuln EPSS High Public Facing,vulnerability,critical,cel,policies/vulnerability/vuln-epss-high-public-facing.yaml
generated,routing,metadata,vuln-fix-available-not-patched,Vuln Fix Available Not Patched,vulnerability,medium,cel,policies/vulnerability/vuln-fix-available-not-patched.yaml
generated,routing,metadata,vuln-kev-overdue,Vuln KEV Overdue,vulnerability,critical,cel,policies/vulnerability/vuln-kev-overdue.yaml
generated,routing,metadata,vuln-kev-public-facing,Vuln KEV Public Facing,vulnerability,critical,cel,policies/vulnerability/vuln-kev-public-facing.yaml
generated,routing,metadata,vuln-sla-breach-crown-jewel,Vuln Sla Breach Crown Jewel,vulnerability,high,cel,policies/vulnerability/vuln-sla-breach-crown-jewel.yaml
github,routing,derived,github-actions-dangerous-trigger,GitHub Actions Dangerous Trigger,github,high,cel,policies/github/github-actions-pull-request-target.yaml
github,routing,derived,github-actions-self-hosted-public,GitHub Actions Self-Hosted Runner on Public Repo,github,critical,cel,policies/github/github-actions-self-hosted.yaml
github,routing,derived,github-code-scanning-critical,GitHub Code Scanning Critical Alert,github,critical,cel,policies/github/github-code-scanning-critical.yaml
github,routing,derived,github-dependabot-critical-alert,GitHub Critical Dependabot Alert,github,critical,cel,policies/github/github-dependabot-critical.yaml
github,routing,derived,github-dependabot-high-alert,GitHub High Dependabot Alert,github,high,cel,policies/github/github-dependabot-high.yaml
github,routing,derived,github-secret-scanning-alert,GitHub Secret Scanning Alert,github,critical,cel,policies/github/github-secret-scanning.yaml
github,routing,metadata,github-actions-artifact-attestation-missing,Github Actions Artifact Attestation Missing,github,medium,cel,policies/github/github-actions-artifact-attestation-missing.yaml
github,routing,metadata,github-actions-oidc-subject-too-broad,Github Actions Oidc Subject Too Broad,github,medium,cel,policies/github/github-actions-oidc-subject-too-broad.yaml
github,routing,metadata,github-admin-without-2fa,GitHub Admin Without 2FA,github,critical,cel,policies/github/github-admin-without-2fa.yaml
github,routing,metadata,github-automated-checks,GitHub Code Changes Have Automated Checks,github,medium,query,policies/github/github-automated-checks.yaml
github,routing,metadata,github-branch-protection-admin,GitHub Branch Protection Enforced for Admins,github,high,query,policies/github/github-branch-protection-admin.yaml
github,routing,metadata,github-branch-requires-linear-history,Github Branch Requires Linear History,github,medium,cel,policies/github/github-branch-requires-linear-history.yaml
github,routing,metadata,github-branch-requires-signed-commits,Github Branch Requires Signed Commits,github,medium,cel,policies/github/github-branch-requires-signed-commits.yaml
github,routing,metadata,github-codeowners-missing,Github Codeowners Missing,github,medium,cel,policies/github/github-codeowners-missing.yaml
github,routing,metadata,github-dependabot-security-updates-disabled,Github Dependabot Security Updates Disabled,github,medium,cel,policies/github/github-dependabot-security-updates-disabled.yaml
github,routing,metadata,github-org-2fa-disabled,GitHub Organization 2FA Not Required,github,high,cel,policies/github/github-org-2fa-disabled.yaml
github,routing,metadata,github-org-workflow-permissions,GitHub Organization Default Workflow Permissions,github,medium,cel,policies/github/github-org-workflow-permissions.yaml
github,routing,metadata,github-public-repo-branch-protection,GitHub Public Repository Without Branch Protection,github,high,cel,policies/github/github-repo-branch-protection.yaml
github,routing,metadata,github-repo-branch-protection,GitHub Repository Branch Protection,github,high,cel,policies/github/github-branch-protection.yaml
github,routing,metadata,github-repo-internal-exposed,GitHub Internal Repository Made Public,github,critical,cel,policies/github/github-repo-public-internal.yaml
github,routing,metadata,github-repo-secrets-exposure,GitHub Repository Secrets in Workflow Logs,github,high,cel,policies/github/github-repo-secrets-exposure.yaml
github,routing,metadata,github-repo-webhook-insecure-ssl,Github Repo Webhook Insecure Ssl,github,medium,cel,policies/github/github-repo-webhook-insecure-ssl.yaml
github,routing,metadata,github-ruleset-bypass-unrestricted,Github Ruleset Bypass Unrestricted,github,medium,cel,policies/github/github-ruleset-bypass-unrestricted.yaml
github,routing,metadata,github-ruleset-required,Github Ruleset Required,github,medium,cel,policies/github/github-ruleset-required.yaml
github,routing,metadata,github-runner-group-scope,GitHub Runner Group with Broad Repository Access,github,high,cel,policies/github/github-runner-group-scope.yaml
github,routing,metadata,github-runner-public-repo,GitHub Self-Hosted Runner on Public Repository,github,critical,cel,policies/github/github-runner-public-repo.yaml
github,routing,metadata,github-secops-app-installation-all-repos-actions-read,GitHub App Installation All Repos Actions Read,github,medium,cel,policies/github/github-secops-app-installation-all-repos-actions-read.yaml
github,routing,metadata,github-secops-app-installation-all-repos-actions-write,GitHub App Installation All Repos Actions Write,github,critical,cel,policies/github/github-secops-app-installation-all-repos-actions-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-administration-write,GitHub App Installation All Repos Administration Write,github,critical,cel,policies/github/github-secops-app-installation-all-repos-administration-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-checks-read,GitHub App Installation All Repos Checks Read,github,medium,cel,policies/github/github-secops-app-installation-all-repos-checks-read.yaml
github,routing,metadata,github-secops-app-installation-all-repos-checks-write,GitHub App Installation All Repos Checks Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-checks-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-contents-read,GitHub App Installation All Repos Contents Read,github,medium,cel,policies/github/github-secops-app-installation-all-repos-contents-read.yaml
github,routing,metadata,github-secops-app-installation-all-repos-contents-write,GitHub App Installation All Repos Contents Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-contents-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-deployments-read,GitHub App Installation All Repos Deployments Read,github,medium,cel,policies/github/github-secops-app-installation-all-repos-deployments-read.yaml
github,routing,metadata,github-secops-app-installation-all-repos-deployments-write,GitHub App Installation All Repos Deployments Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-deployments-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-environments-read,GitHub App Installation All Repos Environments Read,github,medium,cel,policies/github/github-secops-app-installation-all-repos-environments-read.yaml
github,routing,metadata,github-secops-app-installation-all-repos-environments-write,GitHub App Installation All Repos Environments Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-environments-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-check-run,GitHub App Installation All Repos Event Check Run,github,medium,cel,policies/github/github-secops-app-installation-all-repos-event-check-run.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-check-suite,GitHub App Installation All Repos Event Check Suite,github,medium,cel,policies/github/github-secops-app-installation-all-repos-event-check-suite.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-code-scanning-alert,GitHub App Installation All Repos Event Code Scanning Alert,github,high,cel,policies/github/github-secops-app-installation-all-repos-event-code-scanning-alert.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-create,GitHub App Installation All Repos Event Create,github,medium,cel,policies/github/github-secops-app-installation-all-repos-event-create.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-delete,GitHub App Installation All Repos Event Delete,github,medium,cel,policies/github/github-secops-app-installation-all-repos-event-delete.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-deployment,GitHub App Installation All Repos Event Deployment,github,high,cel,policies/github/github-secops-app-installation-all-repos-event-deployment.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-deployment-status,GitHub App Installation All Repos Event Deployment Status,github,medium,cel,policies/github/github-secops-app-installation-all-repos-event-deployment-status.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-member,GitHub App Installation All Repos Event Member,github,medium,cel,policies/github/github-secops-app-installation-all-repos-event-member.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-membership,GitHub App Installation All Repos Event Membership,github,medium,cel,policies/github/github-secops-app-installation-all-repos-event-membership.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-organization,GitHub App Installation All Repos Event Organization,github,medium,cel,policies/github/github-secops-app-installation-all-repos-event-organization.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-repository,GitHub App Installation All Repos Event Repository,github,medium,cel,policies/github/github-secops-app-installation-all-repos-event-repository.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-secret-scanning-alert,GitHub App Installation All Repos Event Secret Scanning Alert,github,high,cel,policies/github/github-secops-app-installation-all-repos-event-secret-scanning-alert.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-workflow-job,GitHub App Installation All Repos Event Workflow Job,github,high,cel,policies/github/github-secops-app-installation-all-repos-event-workflow-job.yaml
github,routing,metadata,github-secops-app-installation-all-repos-event-workflow-run,GitHub App Installation All Repos Event Workflow Run,github,high,cel,policies/github/github-secops-app-installation-all-repos-event-workflow-run.yaml
github,routing,metadata,github-secops-app-installation-all-repos-issues-write,GitHub App Installation All Repos Issues Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-issues-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-members-write,GitHub App Installation All Repos Members Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-members-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-organization-administration-write,GitHub App Installation All Repos Organization Administration Write,github,critical,cel,policies/github/github-secops-app-installation-all-repos-organization-administration-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-organization-hooks-write,GitHub App Installation All Repos Organization Hooks Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-organization-hooks-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-organization-packages-write,GitHub App Installation All Repos Organization Packages Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-organization-packages-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-organization-secrets-read,GitHub App Installation All Repos Organization Secrets Read,github,high,cel,policies/github/github-secops-app-installation-all-repos-organization-secrets-read.yaml
github,routing,metadata,github-secops-app-installation-all-repos-organization-secrets-write,GitHub App Installation All Repos Organization Secrets Write,github,critical,cel,policies/github/github-secops-app-installation-all-repos-organization-secrets-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-organization-self-hosted-runners-write,GitHub App Installation All Repos Organization Self Hosted Runners Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-organization-self-hosted-runners-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-packages-write,GitHub App Installation All Repos Packages Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-packages-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-pull-requests-write,GitHub App Installation All Repos Pull Requests Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-pull-requests-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-repository-hooks-write,GitHub App Installation All Repos Repository Hooks Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-repository-hooks-write.yaml
github,routing,metadata,github-secops-app-installation-all-repos-secret-scanning-alerts-read,GitHub App Installation All Repos Secret Scanning Alerts Read,github,high,cel,policies/github/github-secops-app-installation-all-repos-secret-scanning-alerts-read.yaml
github,routing,metadata,github-secops-app-installation-all-repos-secret-scanning-alerts-write,GitHub App Installation All Repos Secret Scanning Alerts Write,github,high,cel,policies/github/github-secops-app-installation-all-repos-secret-scanning-alerts-write.yaml
